C1,C2,C3,C4,C5,L1,L2,L3,L4,L5,L6,WN1,WN2,DCPowerConsumption,S11,S22,PowerGain,DrainEfficiency,PAE,PSAT
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,6e-06,1.2e-05,0.0382,-4.23,-5.85,4.338,5.006,1.306,4.237
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,6e-06,1.3e-05,0.0403,-3.12,-4.2,3.25,4.649,0.845,4.076
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,7e-06,9e-06,0.034,-15.42,-15.95,8.032,6.121,2.34,4.689
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,7e-06,6e-06,0.0276,-1.05,-2.49,7.373,5.013,2.597,3.543
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,7e-06,7e-06,0.0297,-2.1,-4.5,8.618,5.55,2.994,4.148
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,7e-06,8e-06,0.0318,-5.11,-8.71,8.282,6.019,2.845,4.532
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,7e-06,1e-05,0.0361,-13.18,-12.66,6.686,5.545,1.918,4.48
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,7e-06,1.1e-05,0.0382,-6.68,-8.28,5.971,4.791,1.664,4.106
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,7e-06,1.2e-05,0.0403,-4.37,-5.7,4.245,4.859,1.251,4.22
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,7e-06,1.3e-05,0.0425,-3.26,-4.12,3.143,4.505,0.809,4.054
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,8e-06,9e-06,0.0361,-17.24,-16.2,7.931,6.067,2.252,4.765
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,8e-06,6e-06,0.0297,-1.3,-2.69,7.064,5.147,2.578,3.754
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,8e-06,7e-06,0.0318,-2.47,-4.84,8.446,5.677,2.95,4.343
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,8e-06,8e-06,0.034,-5.76,-9.31,8.229,6.055,2.751,4.66
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,8e-06,1e-05,0.0382,-13.06,-12.16,6.574,5.421,1.844,4.509
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,8e-06,1.1e-05,0.0403,-6.8,-7.99,5.883,4.723,1.592,4.151
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,8e-06,1.2e-05,0.0425,-4.52,-5.54,4.133,4.76,1.196,4.231
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,3e-10,8e-06,1.3e-05,0.0446,-3.4,-4.02,3.024,4.375,0.769,4.035
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,9e-06,9e-06,0.0382,-18.65,-6.59,6.422,3.614,1.076,2.792
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,9e-06,6e-06,0.0318,-1.69,-5.14,7.859,4.345,1.986,3.092
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,9e-06,7e-06,0.034,-3.16,-10.99,7.849,3.994,1.704,2.987
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,9e-06,8e-06,0.0361,-6.87,-11.81,7.662,3.847,1.305,2.932
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,9e-06,1e-05,0.0403,-13.67,-4.27,4.497,3.09,0.795,2.334
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,9e-06,1.1e-05,0.0425,-7.21,-3.02,3.534,2.603,0.463,1.809
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,9e-06,1.2e-05,0.0446,-4.8,-2.24,1.475,2.558,0.329,1.784
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,9e-06,1.3e-05,0.0467,-3.62,-1.72,0.569,2.326,0.11,1.525
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,6e-06,9e-06,0.0318,-13.01,-7.13,6.769,3.797,1.218,2.654
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,6e-06,7e-06,0.0276,-1.96,-9.32,8.194,3.96,1.96,2.608
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,6e-06,8e-06,0.0297,-4.85,-13.19,8.086,3.906,1.478,2.661
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,6e-06,1e-05,0.034,-13.59,-4.5,4.803,3.389,0.903,2.365
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,6e-06,1.1e-05,0.0361,-6.86,-3.16,3.733,2.825,0.558,1.838
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,6e-06,1.2e-05,0.0382,-4.37,-2.32,1.676,2.801,0.408,1.863
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,6e-06,1.3e-05,0.0403,-3.18,-1.78,0.821,2.592,0.162,1.664
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,7e-06,9e-06,0.034,-14.67,-6.97,6.681,3.727,1.17,2.69
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,7e-06,6e-06,0.0276,-1.1,-4.46,8.403,4.309,2.084,2.819
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,7e-06,7e-06,0.0297,-2.28,-9.82,8.146,3.96,1.879,2.723
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,7e-06,8e-06,0.0318,-5.44,-12.8,7.981,3.881,1.409,2.744
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,7e-06,1e-05,0.0361,-13.88,-4.43,4.723,3.267,0.867,2.333
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,7e-06,1.1e-05,0.0382,-7.01,-3.12,3.677,2.7,0.523,1.765
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,7e-06,1.2e-05,0.0403,-4.52,-2.3,1.624,2.697,0.382,1.814
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,7e-06,1.3e-05,0.0425,-3.32,-1.76,0.748,2.5,0.147,1.622
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,8e-06,9e-06,0.0361,-16.58,-6.79,6.566,3.667,1.123,2.737
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,8e-06,6e-06,0.0297,-1.36,-4.76,8.17,4.326,2.042,2.95
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,8e-06,7e-06,0.0318,-2.67,-10.38,8.031,3.973,1.794,2.851
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,8e-06,8e-06,0.034,-6.11,-12.34,7.84,3.86,1.359,2.832
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,8e-06,1e-05,0.0382,-13.91,-4.36,4.621,3.165,0.832,2.322
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,8e-06,1.1e-05,0.0403,-7.13,-3.07,3.611,2.628,0.492,1.756
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,8e-06,1.2e-05,0.0425,-4.66,-2.27,1.557,2.616,0.356,1.785
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,1e-10,4e-10,8e-06,1.3e-05,0.0446,-3.47,-1.74,0.664,2.41,0.129,1.573
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,9e-06,9e-06,0.0382,-16.39,-6.77,7.996,12.18,5.861,8.066
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,9e-06,6e-06,0.0318,-1.7,-5.62,9.234,13.86,8.74,8.251
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,9e-06,7e-06,0.034,-2.95,-6.23,8.694,13.18,8.462,8.283
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,9e-06,8e-06,0.0361,-6.14,-6.62,8.591,13.05,7.424,8.294
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,9e-06,1e-05,0.0403,-13.73,-6.58,7.039,9.701,4.451,7.276
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,9e-06,1.1e-05,0.0425,-7.02,-6.07,5.899,7.686,3.58,6.654
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,9e-06,1.2e-05,0.0446,-4.64,-5.44,5.357,7.676,2.278,6.472
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,9e-06,1.3e-05,0.0467,-3.5,-4.83,4.056,7.317,2.301,6.394
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,6e-06,9e-06,0.0318,-12.21,-7.13,8.537,12.05,5.951,7.667
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,6e-06,7e-06,0.0276,-1.83,-5.52,9.246,11.4,7.468,7.319
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,6e-06,8e-06,0.0297,-4.32,-6.45,9.174,12.1,7.08,7.631
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,6e-06,1e-05,0.034,-14.49,-7.25,7.59,10.27,5.171,7.143
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,6e-06,1.1e-05,0.0361,-6.77,-6.77,6.292,8.474,4.326,6.696
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,6e-06,1.2e-05,0.0382,-4.25,-6.03,5.855,8.576,2.747,6.636
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,6e-06,1.3e-05,0.0403,-3.09,-5.29,4.547,8.713,3.093,6.814
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,7e-06,9e-06,0.034,-13.58,-7.02,8.39,11.97,5.842,7.755
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,7e-06,6e-06,0.0276,-1.12,-4.82,9.678,12.7,7.544,7.645
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,7e-06,7e-06,0.0297,-2.13,-5.74,9.131,11.91,7.775,7.621
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,7e-06,8e-06,0.0318,-4.85,-6.51,9.023,12.31,7.14,7.817
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,7e-06,1e-05,0.0361,-14.52,-7.03,7.434,9.894,4.922,7.115
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,7e-06,1.1e-05,0.0382,-6.88,-6.54,6.175,8.161,4.088,6.659
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,7e-06,1.2e-05,0.0403,-4.38,-5.84,5.712,8.155,2.603,6.533
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,7e-06,1.3e-05,0.0425,-3.23,-5.14,4.409,8.234,2.831,6.685
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,8e-06,9e-06,0.0361,-15.02,-6.9,8.21,12.01,5.827,7.886
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,8e-06,6e-06,0.0297,-1.37,-5.19,9.484,13.24,8.172,7.937
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,8e-06,7e-06,0.0318,-2.5,-5.97,8.949,12.51,8.136,7.947
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,8e-06,8e-06,0.034,-5.45,-6.57,8.831,12.63,7.28,8.039
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,8e-06,1e-05,0.0382,-14.24,-6.81,7.251,9.697,4.688,7.154
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,8e-06,1.1e-05,0.0403,-6.97,-6.3,6.045,7.9,3.84,6.644
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,8e-06,1.2e-05,0.0425,-4.52,-5.64,5.546,7.851,2.446,6.474
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,3e-10,8e-06,1.3e-05,0.0446,-3.36,-4.99,4.245,7.761,2.567,6.54
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,9e-06,9e-06,0.0382,-16.66,-6.73,7.929,8.188,3.88,6.399
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,9e-06,6e-06,0.0318,-1.73,-6.79,9.177,11.83,7.317,7.551
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,9e-06,7e-06,0.034,-3.01,-7.38,9.016,10.27,6.068,7.221
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,9e-06,8e-06,0.0361,-6.24,-7.26,8.688,9.411,4.722,6.914
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,9e-06,1e-05,0.0403,-13.84,-6.01,6.927,6.1,3.254,5.321
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,9e-06,1.1e-05,0.0425,-7.09,-5.21,5.381,4.861,2.794,4.707
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,9e-06,1.2e-05,0.0446,-4.69,-4.47,4.811,4.416,1.912,4.556
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,9e-06,1.3e-05,0.0467,-3.54,-3.86,3.601,4.239,1.005,4.307
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,6e-06,9e-06,0.0318,-12.23,-7.48,8.259,8.516,4.255,6.201
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,6e-06,7e-06,0.0276,-1.88,-7.52,9.687,9.318,5.912,6.437
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,6e-06,8e-06,0.0297,-4.41,-7.98,9.197,9.074,4.929,6.399
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,6e-06,1e-05,0.034,-14.39,-6.6,7.269,7.018,3.647,5.542
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,6e-06,1.1e-05,0.0361,-6.83,-5.59,5.686,5.613,3.162,4.952
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,6e-06,1.2e-05,0.0382,-4.29,-4.67,5.054,5.505,2.138,4.773
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,6e-06,1.3e-05,0.0403,-3.12,-3.93,3.814,5.579,1.497,4.938
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,7e-06,9e-06,0.034,-13.64,-7.24,8.174,8.334,4.107,6.23
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,7e-06,6e-06,0.0276,-1.14,-6.3,9.735,11.24,6.755,7.072
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,7e-06,7e-06,0.0297,-2.18,-7.48,9.525,9.553,5.932,6.665
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,7e-06,8e-06,0.0318,-4.94,-7.75,9.058,9.112,4.836,6.535
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,7e-06,1e-05,0.0361,-14.5,-6.42,7.179,6.607,3.504,5.414
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,7e-06,1.1e-05,0.0382,-6.95,-5.47,5.605,5.332,3.043,4.856
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,7e-06,1.2e-05,0.0403,-4.43,-4.61,4.989,5.07,2.073,4.702
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,7e-06,1.3e-05,0.0425,-3.26,-3.91,3.765,5.142,1.338,4.698
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,8e-06,9e-06,0.0361,-15.16,-6.99,8.066,8.218,3.985,6.291
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,8e-06,6e-06,0.0297,-1.4,-6.54,9.473,11.51,7.05,7.301
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,8e-06,7e-06,0.0318,-2.55,-7.43,9.302,9.875,5.998,6.929
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,8e-06,8e-06,0.034,-5.55,-7.51,8.891,9.222,4.773,6.705
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,8e-06,1e-05,0.0382,-14.3,-6.22,7.065,6.293,3.375,5.333
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,8e-06,1.1e-05,0.0403,-7.04,-5.35,5.503,5.08,2.921,4.772
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,8e-06,1.2e-05,0.0425,-4.56,-4.55,4.909,4.691,1.998,4.633
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,5e-10,2.5e-10,2e-10,4e-10,8e-06,1.3e-05,0.0446,-3.4,-3.89,3.694,4.691,1.175,4.409
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,9e-06,9e-06,0.0382,-18.96,-16.61,7.778,6.017,2.14,4.881
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,9e-06,6e-06,0.0318,-1.63,-3.23,7.287,5.538,2.726,4.258
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,9e-06,7e-06,0.034,-2.96,-5.85,8.318,5.962,2.951,4.671
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,9e-06,8e-06,0.0361,-6.54,-11.29,8.216,6.15,2.649,4.864
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,9e-06,1e-05,0.0403,-12.82,-10.83,6.416,5.314,1.748,4.568
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,9e-06,1.1e-05,0.0425,-6.91,-7.23,5.686,4.675,1.497,4.227
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,9e-06,1.2e-05,0.0446,-4.67,-5.09,3.837,4.668,1.117,4.273
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,9e-06,1.3e-05,0.0467,-3.55,-3.75,2.802,4.242,0.695,4.034
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,6e-06,9e-06,0.0318,-13.71,-16.57,8.106,6.173,2.454,4.631
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,6e-06,7e-06,0.0276,-1.81,-4.56,8.893,5.493,3.098,4.019
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,6e-06,8e-06,0.0297,-4.57,-8.91,8.39,5.978,2.965,4.422
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,6e-06,1e-05,0.034,-13.12,-12.49,6.709,5.708,2.008,4.491
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,6e-06,1.1e-05,0.0361,-6.56,-8.15,5.984,4.985,1.734,4.164
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,6e-06,1.2e-05,0.0382,-4.23,-5.63,4.218,5.014,1.29,4.252
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,6e-06,1.3e-05,0.0403,-3.12,-4.07,3.183,4.64,0.821,4.071
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,7e-06,9e-06,0.034,-15.42,-16.89,8.037,6.128,2.341,4.723
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,7e-06,6e-06,0.0276,-1.06,-2.71,7.532,5.16,2.789,3.697
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,7e-06,7e-06,0.0297,-2.11,-4.92,8.76,5.671,3.067,4.259
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,7e-06,8e-06,0.0318,-5.14,-9.59,8.397,6.065,2.863,4.591
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,7e-06,1e-05,0.0361,-13.22,-11.97,6.615,5.549,1.912,4.507
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,7e-06,1.1e-05,0.0382,-6.7,-7.86,5.899,4.804,1.651,4.136
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,7e-06,1.2e-05,0.0403,-4.38,-5.46,4.112,4.865,1.232,4.243
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,7e-06,1.3e-05,0.0425,-3.26,-3.97,3.067,4.503,0.781,4.064
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,8e-06,9e-06,0.0361,-17.25,-16.93,7.928,6.076,2.236,4.805
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,8e-06,6e-06,0.0297,-1.31,-2.95,7.38,5.356,2.76,3.965
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,8e-06,7e-06,0.0318,-2.49,-5.34,8.561,5.828,3.018,4.475
2e-12,2e-13,1e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,3e-10,8e-06,8e-06,0.034,-5.8,-10.38,8.338,6.119,2.758,4.735
