C1,C2,Cb,Ld,Ls,WN1,Bandwidth,DCPowerConsumption,S11,NoiseFigure,PowerGain
2e-13,5e-14,5.5e-13,3.8e-10,3.5e-09,2e-05,23000000000.0,0.0286,-10.49,3.807,3.38
2e-13,5e-14,5.5e-13,3.8e-10,3.5e-09,2.1e-05,22200000000.0,0.03,-10.23,3.855,3.239
2e-13,5e-14,5.5e-13,3.8e-10,3.5e-09,2.2e-05,21600000000.0,0.0313,-9.98,3.907,3.087
2e-13,5e-14,5.5e-13,3.8e-10,3.5e-09,2.3e-05,21100000000.0,0.0327,-9.76,3.961,2.926
2e-13,5e-14,5.5e-13,3.8e-10,4.5e-09,1.8e-05,24400000000.0,0.0258,-11.06,3.737,3.622
2e-13,5e-14,5.5e-13,3.8e-10,4.5e-09,1.2e-05,30400000000.0,0.0175,-13.61,3.692,3.823
2e-13,5e-14,5.5e-13,3.8e-10,4.5e-09,1.3e-05,29100000000.0,0.0189,-13.16,3.668,3.866
2e-13,5e-14,5.5e-13,3.8e-10,4.5e-09,1.4e-05,28000000000.0,0.0202,-12.7,3.66,3.872
2e-13,5e-14,5.5e-13,3.8e-10,4.5e-09,1.5e-05,27100000000.0,0.0216,-12.24,3.665,3.847
2e-13,5e-14,5.5e-13,3.8e-10,4.5e-09,1.6e-05,26100000000.0,0.023,-11.81,3.681,3.794
2e-13,5e-14,5.5e-13,3.8e-10,4.5e-09,1.7e-05,25200000000.0,0.0244,-11.42,3.705,3.718
2e-13,5e-14,5.5e-13,3.8e-10,4.5e-09,1.9e-05,23800000000.0,0.0272,-10.74,3.775,3.508
2e-13,5e-14,5.5e-13,3.8e-10,4.5e-09,2e-05,23000000000.0,0.0286,-10.45,3.818,3.38
2e-13,5e-14,5.5e-13,3.8e-10,4.5e-09,2.1e-05,22200000000.0,0.03,-10.18,3.866,3.239
2e-13,5e-14,5.5e-13,3.8e-10,4.5e-09,2.2e-05,21600000000.0,0.0313,-9.94,3.918,3.087
2e-13,5e-14,5.5e-13,3.8e-10,4.5e-09,2.3e-05,21100000000.0,0.0327,-9.72,3.973,2.926
2e-13,5e-14,5.5e-13,3.8e-10,5.5e-09,1.8e-05,24400000000.0,0.0258,-11.03,3.744,3.622
2e-13,5e-14,5.5e-13,3.8e-10,5.5e-09,1.2e-05,30400000000.0,0.0175,-13.54,3.698,3.823
2e-13,5e-14,5.5e-13,3.8e-10,5.5e-09,1.3e-05,29100000000.0,0.0189,-13.1,3.675,3.866
2e-13,5e-14,5.5e-13,3.8e-10,5.5e-09,1.4e-05,28000000000.0,0.0202,-12.64,3.667,3.872
2e-13,5e-14,5.5e-13,3.8e-10,5.5e-09,1.5e-05,27100000000.0,0.0216,-12.19,3.672,3.847
2e-13,5e-14,5.5e-13,3.8e-10,5.5e-09,1.6e-05,26100000000.0,0.023,-11.77,3.688,3.794
2e-13,5e-14,5.5e-13,3.8e-10,5.5e-09,1.7e-05,25200000000.0,0.0244,-11.38,3.712,3.718
2e-13,5e-14,5.5e-13,3.8e-10,5.5e-09,1.9e-05,23800000000.0,0.0272,-10.7,3.782,3.508
2e-13,5e-14,5.5e-13,3.8e-10,5.5e-09,2e-05,23000000000.0,0.0286,-10.41,3.825,3.38
2e-13,5e-14,5.5e-13,3.8e-10,5.5e-09,2.1e-05,22200000000.0,0.03,-10.15,3.873,3.239
2e-13,5e-14,5.5e-13,3.8e-10,5.5e-09,2.2e-05,21600000000.0,0.0313,-9.91,3.925,3.087
2e-13,5e-14,5.5e-13,3.8e-10,5.5e-09,2.3e-05,21100000000.0,0.0327,-9.7,3.98,2.926
2e-13,5e-14,5.5e-13,4.8e-10,1.5e-09,1.8e-05,24400000000.0,0.0258,-11.0,3.661,3.174
2e-13,5e-14,5.5e-13,4.8e-10,1.5e-09,1.2e-05,30200000000.0,0.0175,-13.9,3.62,3.442
2e-13,5e-14,5.5e-13,4.8e-10,1.5e-09,1.3e-05,29100000000.0,0.0189,-13.35,3.596,3.466
2e-13,5e-14,5.5e-13,4.8e-10,1.5e-09,1.4e-05,28000000000.0,0.0202,-12.8,3.587,3.456
2e-13,5e-14,5.5e-13,4.8e-10,1.5e-09,1.5e-05,26900000000.0,0.0216,-12.29,3.591,3.419
2e-13,5e-14,5.5e-13,4.8e-10,1.5e-09,1.6e-05,25900000000.0,0.023,-11.81,3.606,3.357
2e-13,5e-14,5.5e-13,4.8e-10,1.5e-09,1.7e-05,25100000000.0,0.0244,-11.39,3.63,3.274
2e-13,5e-14,5.5e-13,4.8e-10,1.5e-09,1.9e-05,23600000000.0,0.0272,-10.66,3.699,3.059
2e-13,5e-14,5.5e-13,4.8e-10,1.5e-09,2e-05,22800000000.0,0.0286,-10.36,3.742,2.93
2e-13,5e-14,5.5e-13,4.8e-10,1.5e-09,2.1e-05,22100000000.0,0.03,-10.08,3.79,2.791
2e-13,5e-14,5.5e-13,4.8e-10,1.5e-09,2.2e-05,21500000000.0,0.0313,-9.84,3.841,2.642
2e-13,5e-14,5.5e-13,4.8e-10,1.5e-09,2.3e-05,20900000000.0,0.0327,-9.62,3.896,2.485
2e-13,5e-14,5.5e-13,4.8e-10,5e-10,1.8e-05,24400000000.0,0.0258,-12.19,3.469,3.174
2e-13,5e-14,5.5e-13,4.8e-10,5e-10,1.2e-05,30200000000.0,0.0175,-16.77,3.444,3.442
2e-13,5e-14,5.5e-13,4.8e-10,5e-10,1.3e-05,29100000000.0,0.0189,-15.76,3.416,3.466
2e-13,5e-14,5.5e-13,4.8e-10,5e-10,1.4e-05,28000000000.0,0.0202,-14.84,3.404,3.456
2e-13,5e-14,5.5e-13,4.8e-10,5e-10,1.5e-05,26900000000.0,0.0216,-14.02,3.406,3.419
2e-13,5e-14,5.5e-13,4.8e-10,5e-10,1.6e-05,25900000000.0,0.023,-13.32,3.418,3.357
2e-13,5e-14,5.5e-13,4.8e-10,5e-10,1.7e-05,25100000000.0,0.0244,-12.71,3.44,3.274
2e-13,5e-14,5.5e-13,4.8e-10,5e-10,1.9e-05,23600000000.0,0.0272,-11.73,3.505,3.059
2e-13,5e-14,5.5e-13,4.8e-10,5e-10,2e-05,22800000000.0,0.0286,-11.33,3.546,2.93
2e-13,5e-14,5.5e-13,4.8e-10,5e-10,2.1e-05,22100000000.0,0.03,-10.98,3.592,2.791
2e-13,5e-14,5.5e-13,4.8e-10,5e-10,2.2e-05,21500000000.0,0.0313,-10.68,3.641,2.642
2e-13,5e-14,5.5e-13,4.8e-10,5e-10,2.3e-05,20900000000.0,0.0327,-10.4,3.695,2.485
2e-13,5e-14,5.5e-13,4.8e-10,2.5e-09,1.8e-05,24400000000.0,0.0258,-10.77,3.706,3.174
2e-13,5e-14,5.5e-13,4.8e-10,2.5e-09,1.2e-05,30200000000.0,0.0175,-13.43,3.662,3.442
2e-13,5e-14,5.5e-13,4.8e-10,2.5e-09,1.3e-05,29100000000.0,0.0189,-12.94,3.639,3.466
2e-13,5e-14,5.5e-13,4.8e-10,2.5e-09,1.4e-05,28000000000.0,0.0202,-12.44,3.63,3.456
2e-13,5e-14,5.5e-13,4.8e-10,2.5e-09,1.5e-05,26900000000.0,0.0216,-11.97,3.635,3.419
2e-13,5e-14,5.5e-13,4.8e-10,2.5e-09,1.6e-05,25900000000.0,0.023,-11.53,3.65,3.357
2e-13,5e-14,5.5e-13,4.8e-10,2.5e-09,1.7e-05,25100000000.0,0.0244,-11.13,3.674,3.274
2e-13,5e-14,5.5e-13,4.8e-10,2.5e-09,1.9e-05,23600000000.0,0.0272,-10.45,3.744,3.059
2e-13,5e-14,5.5e-13,4.8e-10,2.5e-09,2e-05,22800000000.0,0.0286,-10.16,3.787,2.93
2e-13,5e-14,5.5e-13,4.8e-10,2.5e-09,2.1e-05,22100000000.0,0.03,-9.91,3.835,2.791
2e-13,5e-14,5.5e-13,4.8e-10,2.5e-09,2.2e-05,21500000000.0,0.0313,-9.67,3.887,2.642
2e-13,5e-14,5.5e-13,4.8e-10,2.5e-09,2.3e-05,20900000000.0,0.0327,-9.46,3.941,2.485
2e-13,5e-14,5.5e-13,4.8e-10,3.5e-09,1.8e-05,24400000000.0,0.0258,-10.68,3.726,3.174
2e-13,5e-14,5.5e-13,4.8e-10,3.5e-09,1.2e-05,30200000000.0,0.0175,-13.23,3.681,3.442
2e-13,5e-14,5.5e-13,4.8e-10,3.5e-09,1.3e-05,29100000000.0,0.0189,-12.77,3.658,3.466
2e-13,5e-14,5.5e-13,4.8e-10,3.5e-09,1.4e-05,28000000000.0,0.0202,-12.29,3.65,3.456
2e-13,5e-14,5.5e-13,4.8e-10,3.5e-09,1.5e-05,26900000000.0,0.0216,-11.83,3.654,3.419
2e-13,5e-14,5.5e-13,4.8e-10,3.5e-09,1.6e-05,25900000000.0,0.023,-11.41,3.67,3.357
2e-13,5e-14,5.5e-13,4.8e-10,3.5e-09,1.7e-05,25100000000.0,0.0244,-11.03,3.694,3.274
2e-13,5e-14,5.5e-13,4.8e-10,3.5e-09,1.9e-05,23600000000.0,0.0272,-10.36,3.764,3.059
2e-13,5e-14,5.5e-13,4.8e-10,3.5e-09,2e-05,22800000000.0,0.0286,-10.08,3.807,2.93
2e-13,5e-14,5.5e-13,4.8e-10,3.5e-09,2.1e-05,22100000000.0,0.03,-9.83,3.855,2.791
2e-13,5e-14,5.5e-13,4.8e-10,3.5e-09,2.2e-05,21500000000.0,0.0313,-9.6,3.907,2.642
2e-13,5e-14,5.5e-13,4.8e-10,3.5e-09,2.3e-05,20900000000.0,0.0327,-9.39,3.961,2.485
2e-13,5e-14,5.5e-13,4.8e-10,4.5e-09,1.8e-05,24400000000.0,0.0258,-10.62,3.737,3.174
2e-13,5e-14,5.5e-13,4.8e-10,4.5e-09,1.2e-05,30200000000.0,0.0175,-13.13,3.692,3.442
2e-13,5e-14,5.5e-13,4.8e-10,4.5e-09,1.3e-05,29100000000.0,0.0189,-12.67,3.668,3.466
2e-13,5e-14,5.5e-13,4.8e-10,4.5e-09,1.4e-05,28000000000.0,0.0202,-12.21,3.66,3.456
2e-13,5e-14,5.5e-13,4.8e-10,4.5e-09,1.5e-05,26900000000.0,0.0216,-11.76,3.665,3.419
2e-13,5e-14,5.5e-13,4.8e-10,4.5e-09,1.6e-05,25900000000.0,0.023,-11.35,3.681,3.357
2e-13,5e-14,5.5e-13,4.8e-10,4.5e-09,1.7e-05,25100000000.0,0.0244,-10.97,3.705,3.274
2e-13,5e-14,5.5e-13,4.8e-10,4.5e-09,1.9e-05,23600000000.0,0.0272,-10.32,3.775,3.059
2e-13,5e-14,5.5e-13,4.8e-10,4.5e-09,2e-05,22800000000.0,0.0286,-10.04,3.818,2.93
2e-13,5e-14,5.5e-13,4.8e-10,4.5e-09,2.1e-05,22100000000.0,0.03,-9.79,3.866,2.791
2e-13,5e-14,5.5e-13,4.8e-10,4.5e-09,2.2e-05,21500000000.0,0.0313,-9.56,3.918,2.642
2e-13,5e-14,5.5e-13,4.8e-10,4.5e-09,2.3e-05,20900000000.0,0.0327,-9.36,3.973,2.485
2e-13,5e-14,5.5e-13,4.8e-10,5.5e-09,1.8e-05,24400000000.0,0.0258,-10.59,3.744,3.174
2e-13,5e-14,5.5e-13,4.8e-10,5.5e-09,1.2e-05,30200000000.0,0.0175,-13.06,3.698,3.442
2e-13,5e-14,5.5e-13,4.8e-10,5.5e-09,1.3e-05,29100000000.0,0.0189,-12.61,3.675,3.466
2e-13,5e-14,5.5e-13,4.8e-10,5.5e-09,1.4e-05,28000000000.0,0.0202,-12.15,3.667,3.456
2e-13,5e-14,5.5e-13,4.8e-10,5.5e-09,1.5e-05,26900000000.0,0.0216,-11.71,3.672,3.419
2e-13,5e-14,5.5e-13,4.8e-10,5.5e-09,1.6e-05,25900000000.0,0.023,-11.3,3.688,3.357
2e-13,5e-14,5.5e-13,4.8e-10,5.5e-09,1.7e-05,25100000000.0,0.0244,-10.93,3.712,3.274
2e-13,5e-14,5.5e-13,4.8e-10,5.5e-09,1.9e-05,23600000000.0,0.0272,-10.28,3.782,3.059
2e-13,5e-14,5.5e-13,4.8e-10,5.5e-09,2e-05,22800000000.0,0.0286,-10.01,3.825,2.93
2e-13,5e-14,5.5e-13,4.8e-10,5.5e-09,2.1e-05,22100000000.0,0.03,-9.76,3.873,2.791
2e-13,5e-14,5.5e-13,4.8e-10,5.5e-09,2.2e-05,21500000000.0,0.0313,-9.54,3.925,2.642
2e-13,5e-14,5.5e-13,4.8e-10,5.5e-09,2.3e-05,20900000000.0,0.0327,-9.33,3.98,2.485
2e-13,5e-14,5.5e-13,5.8e-10,1.5e-09,1.8e-05,24200000000.0,0.0258,-10.75,3.661,2.867
2e-13,5e-14,5.5e-13,5.8e-10,1.5e-09,1.2e-05,30200000000.0,0.0175,-13.61,3.62,3.154
2e-13,5e-14,5.5e-13,5.8e-10,1.5e-09,1.3e-05,29000000000.0,0.0189,-13.06,3.596,3.17
2e-13,5e-14,5.5e-13,5.8e-10,1.5e-09,1.4e-05,28000000000.0,0.0202,-12.51,3.587,3.156
2e-13,5e-14,5.5e-13,5.8e-10,1.5e-09,1.5e-05,26900000000.0,0.0216,-12.0,3.591,3.114
2e-13,5e-14,5.5e-13,5.8e-10,1.5e-09,1.6e-05,25900000000.0,0.023,-11.54,3.606,3.05
2e-13,5e-14,5.5e-13,5.8e-10,1.5e-09,1.7e-05,25000000000.0,0.0244,-11.12,3.63,2.967
2e-13,5e-14,5.5e-13,5.8e-10,1.5e-09,1.9e-05,23500000000.0,0.0272,-10.41,3.699,2.753
2e-13,5e-14,5.5e-13,5.8e-10,1.5e-09,2e-05,22700000000.0,0.0286,-10.12,3.742,2.627
2e-13,5e-14,5.5e-13,5.8e-10,1.5e-09,2.1e-05,22000000000.0,0.03,-9.85,3.79,2.49
2e-13,5e-14,5.5e-13,5.8e-10,1.5e-09,2.2e-05,21300000000.0,0.0313,-9.61,3.841,2.345
2e-13,5e-14,5.5e-13,5.8e-10,1.5e-09,2.3e-05,20700000000.0,0.0327,-9.4,3.896,2.193
2e-13,5e-14,5.5e-13,5.8e-10,5e-10,1.8e-05,24200000000.0,0.0258,-11.86,3.469,2.867
2e-13,5e-14,5.5e-13,5.8e-10,5e-10,1.2e-05,30200000000.0,0.0175,-16.32,3.444,3.154
2e-13,5e-14,5.5e-13,5.8e-10,5e-10,1.3e-05,29000000000.0,0.0189,-15.33,3.416,3.17
2e-13,5e-14,5.5e-13,5.8e-10,5e-10,1.4e-05,28000000000.0,0.0202,-14.43,3.404,3.156
2e-13,5e-14,5.5e-13,5.8e-10,5e-10,1.5e-05,26900000000.0,0.0216,-13.64,3.406,3.114
2e-13,5e-14,5.5e-13,5.8e-10,5e-10,1.6e-05,25900000000.0,0.023,-12.96,3.418,3.05
2e-13,5e-14,5.5e-13,5.8e-10,5e-10,1.7e-05,25000000000.0,0.0244,-12.37,3.44,2.967
2e-13,5e-14,5.5e-13,5.8e-10,5e-10,1.9e-05,23500000000.0,0.0272,-11.42,3.505,2.753
2e-13,5e-14,5.5e-13,5.8e-10,5e-10,2e-05,22700000000.0,0.0286,-11.04,3.546,2.627
2e-13,5e-14,5.5e-13,5.8e-10,5e-10,2.1e-05,22000000000.0,0.03,-10.7,3.592,2.49
2e-13,5e-14,5.5e-13,5.8e-10,5e-10,2.2e-05,21300000000.0,0.0313,-10.41,3.641,2.345
2e-13,5e-14,5.5e-13,5.8e-10,5e-10,2.3e-05,20700000000.0,0.0327,-10.14,3.695,2.193
2e-13,5e-14,5.5e-13,5.8e-10,2.5e-09,1.8e-05,24200000000.0,0.0258,-10.53,3.706,2.867
2e-13,5e-14,5.5e-13,5.8e-10,2.5e-09,1.2e-05,30200000000.0,0.0175,-13.16,3.662,3.154
2e-13,5e-14,5.5e-13,5.8e-10,2.5e-09,1.3e-05,29000000000.0,0.0189,-12.67,3.639,3.17
2e-13,5e-14,5.5e-13,5.8e-10,2.5e-09,1.4e-05,28000000000.0,0.0202,-12.17,3.63,3.156
2e-13,5e-14,5.5e-13,5.8e-10,2.5e-09,1.5e-05,26900000000.0,0.0216,-11.7,3.635,3.114
2e-13,5e-14,5.5e-13,5.8e-10,2.5e-09,1.6e-05,25900000000.0,0.023,-11.27,3.65,3.05
2e-13,5e-14,5.5e-13,5.8e-10,2.5e-09,1.7e-05,25000000000.0,0.0244,-10.88,3.674,2.967
2e-13,5e-14,5.5e-13,5.8e-10,2.5e-09,1.9e-05,23500000000.0,0.0272,-10.22,3.744,2.753
2e-13,5e-14,5.5e-13,5.8e-10,2.5e-09,2e-05,22700000000.0,0.0286,-9.94,3.787,2.627
2e-13,5e-14,5.5e-13,5.8e-10,2.5e-09,2.1e-05,22000000000.0,0.03,-9.68,3.835,2.49
2e-13,5e-14,5.5e-13,5.8e-10,2.5e-09,2.2e-05,21300000000.0,0.0313,-9.46,3.887,2.345
2e-13,5e-14,5.5e-13,5.8e-10,2.5e-09,2.3e-05,20700000000.0,0.0327,-9.25,3.941,2.193
2e-13,5e-14,5.5e-13,5.8e-10,3.5e-09,1.8e-05,24200000000.0,0.0258,-10.44,3.726,2.867
2e-13,5e-14,5.5e-13,5.8e-10,3.5e-09,1.2e-05,30200000000.0,0.0175,-12.98,3.681,3.154
2e-13,5e-14,5.5e-13,5.8e-10,3.5e-09,1.3e-05,29000000000.0,0.0189,-12.5,3.658,3.17
2e-13,5e-14,5.5e-13,5.8e-10,3.5e-09,1.4e-05,28000000000.0,0.0202,-12.03,3.65,3.156
2e-13,5e-14,5.5e-13,5.8e-10,3.5e-09,1.5e-05,26900000000.0,0.0216,-11.57,3.654,3.114
2e-13,5e-14,5.5e-13,5.8e-10,3.5e-09,1.6e-05,25900000000.0,0.023,-11.16,3.67,3.05
2e-13,5e-14,5.5e-13,5.8e-10,3.5e-09,1.7e-05,25000000000.0,0.0244,-10.78,3.694,2.967
2e-13,5e-14,5.5e-13,5.8e-10,3.5e-09,1.9e-05,23500000000.0,0.0272,-10.13,3.764,2.753
2e-13,5e-14,5.5e-13,5.8e-10,3.5e-09,2e-05,22700000000.0,0.0286,-9.86,3.807,2.627
2e-13,5e-14,5.5e-13,5.8e-10,3.5e-09,2.1e-05,22000000000.0,0.03,-9.61,3.855,2.49
2e-13,5e-14,5.5e-13,5.8e-10,3.5e-09,2.2e-05,21300000000.0,0.0313,-9.39,3.907,2.345
2e-13,5e-14,5.5e-13,5.8e-10,3.5e-09,2.3e-05,20700000000.0,0.0327,-9.19,3.961,2.193
2e-13,5e-14,5.5e-13,5.8e-10,4.5e-09,1.8e-05,24200000000.0,0.0258,-10.39,3.737,2.867
2e-13,5e-14,5.5e-13,5.8e-10,4.5e-09,1.2e-05,30200000000.0,0.0175,-12.88,3.692,3.154
2e-13,5e-14,5.5e-13,5.8e-10,4.5e-09,1.3e-05,29000000000.0,0.0189,-12.41,3.668,3.17
2e-13,5e-14,5.5e-13,5.8e-10,4.5e-09,1.4e-05,28000000000.0,0.0202,-11.95,3.66,3.156
2e-13,5e-14,5.5e-13,5.8e-10,4.5e-09,1.5e-05,26900000000.0,0.0216,-11.5,3.665,3.114
2e-13,5e-14,5.5e-13,5.8e-10,4.5e-09,1.6e-05,25900000000.0,0.023,-11.09,3.681,3.05
2e-13,5e-14,5.5e-13,5.8e-10,4.5e-09,1.7e-05,25000000000.0,0.0244,-10.72,3.705,2.967
2e-13,5e-14,5.5e-13,5.8e-10,4.5e-09,1.9e-05,23500000000.0,0.0272,-10.09,3.775,2.753
2e-13,5e-14,5.5e-13,5.8e-10,4.5e-09,2e-05,22700000000.0,0.0286,-9.81,3.818,2.627
2e-13,5e-14,5.5e-13,5.8e-10,4.5e-09,2.1e-05,22000000000.0,0.03,-9.57,3.866,2.49
2e-13,5e-14,5.5e-13,5.8e-10,4.5e-09,2.2e-05,21300000000.0,0.0313,-9.35,3.918,2.345
2e-13,5e-14,5.5e-13,5.8e-10,4.5e-09,2.3e-05,20700000000.0,0.0327,-9.15,3.973,2.193
2e-13,5e-14,5.5e-13,5.8e-10,5.5e-09,1.8e-05,24200000000.0,0.0258,-10.35,3.744,2.867
2e-13,5e-14,5.5e-13,5.8e-10,5.5e-09,1.2e-05,30200000000.0,0.0175,-12.81,3.698,3.154
2e-13,5e-14,5.5e-13,5.8e-10,5.5e-09,1.3e-05,29000000000.0,0.0189,-12.36,3.675,3.17
2e-13,5e-14,5.5e-13,5.8e-10,5.5e-09,1.4e-05,28000000000.0,0.0202,-11.9,3.667,3.156
2e-13,5e-14,5.5e-13,5.8e-10,5.5e-09,1.5e-05,26900000000.0,0.0216,-11.46,3.672,3.114
2e-13,5e-14,5.5e-13,5.8e-10,5.5e-09,1.6e-05,25900000000.0,0.023,-11.05,3.688,3.05
2e-13,5e-14,5.5e-13,5.8e-10,5.5e-09,1.7e-05,25000000000.0,0.0244,-10.69,3.712,2.967
2e-13,5e-14,5.5e-13,5.8e-10,5.5e-09,1.9e-05,23500000000.0,0.0272,-10.06,3.782,2.753
2e-13,5e-14,5.5e-13,5.8e-10,5.5e-09,2e-05,22700000000.0,0.0286,-9.79,3.825,2.627
2e-13,5e-14,5.5e-13,5.8e-10,5.5e-09,2.1e-05,22000000000.0,0.03,-9.55,3.873,2.49
2e-13,5e-14,5.5e-13,5.8e-10,5.5e-09,2.2e-05,21300000000.0,0.0313,-9.33,3.925,2.345
2e-13,5e-14,5.5e-13,5.8e-10,5.5e-09,2.3e-05,20700000000.0,0.0327,-9.13,3.98,2.193
2e-13,5e-14,2.5e-13,1.8e-10,1.5e-09,1.8e-05,26700000000.0,0.0258,-17.35,3.951,4.219
2e-13,5e-14,2.5e-13,1.8e-10,1.5e-09,1.2e-05,31900000000.0,0.0175,-19.8,3.979,3.373
2e-13,5e-14,2.5e-13,1.8e-10,1.5e-09,1.3e-05,30900000000.0,0.0189,-19.82,3.948,3.618
2e-13,5e-14,2.5e-13,1.8e-10,1.5e-09,1.4e-05,29900000000.0,0.0202,-19.55,3.93,3.817
2e-13,5e-14,2.5e-13,1.8e-10,1.5e-09,1.5e-05,29100000000.0,0.0216,-19.1,3.923,3.973
2e-13,5e-14,2.5e-13,1.8e-10,1.5e-09,1.6e-05,28200000000.0,0.023,-18.56,3.925,4.09
2e-13,5e-14,2.5e-13,1.8e-10,1.5e-09,1.7e-05,27400000000.0,0.0244,-17.96,3.935,4.171
2e-13,5e-14,2.5e-13,1.8e-10,1.5e-09,1.9e-05,26100000000.0,0.0272,-16.73,3.972,4.237
2e-13,5e-14,2.5e-13,1.8e-10,1.5e-09,2e-05,25400000000.0,0.0286,-16.13,3.998,4.229
2e-13,5e-14,2.5e-13,1.8e-10,1.5e-09,2.1e-05,24900000000.0,0.03,-15.53,4.027,4.196
2e-13,5e-14,2.5e-13,1.8e-10,1.5e-09,2.2e-05,24300000000.0,0.0313,-14.96,4.06,4.142
2e-13,5e-14,2.5e-13,1.8e-10,1.5e-09,2.3e-05,23800000000.0,0.0327,-14.4,4.095,4.069
2e-13,5e-14,2.5e-13,1.8e-10,5e-10,1.8e-05,26700000000.0,0.0258,-21.75,3.748,4.219
2e-13,5e-14,2.5e-13,1.8e-10,5e-10,1.2e-05,31900000000.0,0.0175,-28.25,3.8,3.373
2e-13,5e-14,2.5e-13,1.8e-10,5e-10,1.3e-05,30900000000.0,0.0189,-28.56,3.764,3.618
2e-13,5e-14,2.5e-13,1.8e-10,5e-10,1.4e-05,29900000000.0,0.0202,-27.37,3.742,3.817
2e-13,5e-14,2.5e-13,1.8e-10,5e-10,1.5e-05,29100000000.0,0.0216,-25.78,3.731,3.973
2e-13,5e-14,2.5e-13,1.8e-10,5e-10,1.6e-05,28200000000.0,0.023,-24.28,3.729,4.09
2e-13,5e-14,2.5e-13,1.8e-10,5e-10,1.7e-05,27400000000.0,0.0244,-22.94,3.735,4.171
2e-13,5e-14,2.5e-13,1.8e-10,5e-10,1.9e-05,26100000000.0,0.0272,-20.67,3.766,4.237
2e-13,5e-14,2.5e-13,1.8e-10,5e-10,2e-05,25400000000.0,0.0286,-19.68,3.789,4.229
2e-13,5e-14,2.5e-13,1.8e-10,5e-10,2.1e-05,24900000000.0,0.03,-18.76,3.816,4.196
2e-13,5e-14,2.5e-13,1.8e-10,5e-10,2.2e-05,24300000000.0,0.0313,-17.91,3.846,4.142
2e-13,5e-14,2.5e-13,1.8e-10,5e-10,2.3e-05,23800000000.0,0.0327,-17.12,3.879,4.069
2e-13,5e-14,2.5e-13,1.8e-10,2.5e-09,1.8e-05,26700000000.0,0.0258,-16.66,3.998,4.219
2e-13,5e-14,2.5e-13,1.8e-10,2.5e-09,1.2e-05,31900000000.0,0.0175,-18.77,4.023,3.373
2e-13,5e-14,2.5e-13,1.8e-10,2.5e-09,1.3e-05,30900000000.0,0.0189,-18.79,3.992,3.618
2e-13,5e-14,2.5e-13,1.8e-10,2.5e-09,1.4e-05,29900000000.0,0.0202,-18.57,3.975,3.817
2e-13,5e-14,2.5e-13,1.8e-10,2.5e-09,1.5e-05,29100000000.0,0.0216,-18.2,3.969,3.973
2e-13,5e-14,2.5e-13,1.8e-10,2.5e-09,1.6e-05,28200000000.0,0.023,-17.73,3.971,4.09
2e-13,5e-14,2.5e-13,1.8e-10,2.5e-09,1.7e-05,27400000000.0,0.0244,-17.2,3.982,4.171
2e-13,5e-14,2.5e-13,1.8e-10,2.5e-09,1.9e-05,26100000000.0,0.0272,-16.1,4.02,4.237
2e-13,5e-14,2.5e-13,1.8e-10,2.5e-09,2e-05,25400000000.0,0.0286,-15.54,4.046,4.229
2e-13,5e-14,2.5e-13,1.8e-10,2.5e-09,2.1e-05,24900000000.0,0.03,-14.99,4.076,4.196
2e-13,5e-14,2.5e-13,1.8e-10,2.5e-09,2.2e-05,24300000000.0,0.0313,-14.45,4.109,4.142
2e-13,5e-14,2.5e-13,1.8e-10,2.5e-09,2.3e-05,23800000000.0,0.0327,-13.94,4.144,4.069
2e-13,5e-14,2.5e-13,1.8e-10,3.5e-09,1.8e-05,26700000000.0,0.0258,-16.37,4.019,4.219
2e-13,5e-14,2.5e-13,1.8e-10,3.5e-09,1.2e-05,31900000000.0,0.0175,-18.37,4.042,3.373
2e-13,5e-14,2.5e-13,1.8e-10,3.5e-09,1.3e-05,30900000000.0,0.0189,-18.39,4.012,3.618
2e-13,5e-14,2.5e-13,1.8e-10,3.5e-09,1.4e-05,29900000000.0,0.0202,-18.19,3.995,3.817
2e-13,5e-14,2.5e-13,1.8e-10,3.5e-09,1.5e-05,29100000000.0,0.0216,-17.83,3.989,3.973
2e-13,5e-14,2.5e-13,1.8e-10,3.5e-09,1.6e-05,28200000000.0,0.023,-17.39,3.992,4.09
2e-13,5e-14,2.5e-13,1.8e-10,3.5e-09,1.7e-05,27400000000.0,0.0244,-16.9,4.002,4.171
2e-13,5e-14,2.5e-13,1.8e-10,3.5e-09,1.9e-05,26100000000.0,0.0272,-15.84,4.041,4.237
2e-13,5e-14,2.5e-13,1.8e-10,3.5e-09,2e-05,25400000000.0,0.0286,-15.3,4.067,4.229
2e-13,5e-14,2.5e-13,1.8e-10,3.5e-09,2.1e-05,24900000000.0,0.03,-14.77,4.097,4.196
2e-13,5e-14,2.5e-13,1.8e-10,3.5e-09,2.2e-05,24300000000.0,0.0313,-14.25,4.13,4.142
2e-13,5e-14,2.5e-13,1.8e-10,3.5e-09,2.3e-05,23800000000.0,0.0327,-13.75,4.166,4.069
2e-13,5e-14,2.5e-13,1.8e-10,4.5e-09,1.8e-05,26700000000.0,0.0258,-16.22,4.031,4.219
2e-13,5e-14,2.5e-13,1.8e-10,4.5e-09,1.2e-05,31900000000.0,0.0175,-18.15,4.053,3.373
2e-13,5e-14,2.5e-13,1.8e-10,4.5e-09,1.3e-05,30900000000.0,0.0189,-18.17,4.023,3.618
