L1p,L1s,L3p,L3s,Lm,WN1,WN2,DCPowerConsumption,S11,S22,PowerGain,DrainEfficiency,PAE,PSAT
3e-10,5e-10,1e-09,8e-10,5e-11,1.1e-05,2.5e-05,0.0372,-3.822,-17.36,16.15,1.63,1.106,2.339
3e-10,5e-10,1e-09,8e-10,5e-11,1.1e-05,1.5e-05,0.0316,-4.095,-1.37,19.28,0.658,0.534,-1.69
3e-10,5e-10,1e-09,8e-10,5e-11,1.1e-05,2e-05,0.0344,-3.917,-4.38,18.38,1.418,1.073,1.702
3e-10,5e-10,1e-09,8e-10,5e-11,1.1e-05,3e-05,0.0399,-3.794,-9.5,12.05,1.174,0.622,1.031
3e-10,5e-10,1e-09,8e-10,5e-11,1.1e-05,3.5e-05,0.0427,-3.784,-5.14,7.74,0.598,0.174,-1.777
3e-10,5e-10,1e-09,8e-10,1e-10,6e-06,2.5e-05,0.0363,-1.823,-16.65,10.89,0.903,0.434,-0.13
3e-10,5e-10,1e-09,8e-10,1e-10,6e-06,1.5e-05,0.0307,-1.84,-1.17,13.82,0.509,0.332,-2.794
3e-10,5e-10,1e-09,8e-10,1e-10,6e-06,2e-05,0.0335,-1.837,-4.96,13.94,1.045,0.627,0.397
3e-10,5e-10,1e-09,8e-10,1e-10,6e-06,3e-05,0.0391,-1.819,-9.42,6.5,0.439,0.109,-3.14
3e-10,5e-10,1e-09,8e-10,1e-10,1.1e-05,2.5e-05,0.0371,-3.753,-15.06,16.2,1.581,1.067,2.201
3e-10,5e-10,1e-09,8e-10,1e-10,1.1e-05,1.5e-05,0.0316,-4.075,-1.53,20.06,0.646,0.539,-1.78
3e-10,5e-10,1e-09,8e-10,1e-10,1.1e-05,2e-05,0.0344,-3.849,-4.54,18.65,1.383,1.049,1.585
3e-10,5e-10,1e-09,8e-10,1e-10,1.1e-05,3e-05,0.0399,-3.728,-9.92,12.19,1.134,0.606,0.877
3e-10,5e-10,1e-09,8e-10,1e-10,1.1e-05,3.5e-05,0.0427,-3.718,-5.56,8.03,0.586,0.179,-1.868
3e-10,5e-10,1e-09,8e-10,1.5e-10,6e-06,2.5e-05,0.0363,-1.8,-13.83,10.72,0.844,0.401,-0.423
3e-10,5e-10,1e-09,8e-10,1.5e-10,6e-06,1.5e-05,0.0307,-1.822,-1.33,14.65,0.505,0.35,-2.832
3e-10,5e-10,1e-09,8e-10,1.5e-10,6e-06,2e-05,0.0335,-1.814,-5.12,14.02,1.02,0.619,0.285
3e-10,5e-10,1e-09,8e-10,1.5e-10,6e-06,3e-05,0.0391,-1.796,-9.81,6.45,0.411,0.104,-3.435
3e-10,5e-10,1e-09,8e-10,1.5e-10,1.1e-05,2.5e-05,0.0371,-3.683,-12.97,16.21,1.542,1.022,2.089
3e-10,5e-10,1e-09,8e-10,1.5e-10,1.1e-05,1.5e-05,0.0316,-4.055,-1.7,20.76,0.633,0.541,-1.871
3e-10,5e-10,1e-09,8e-10,1.5e-10,1.1e-05,2e-05,0.0344,-3.776,-4.56,18.83,1.355,1.025,1.488
3e-10,5e-10,1e-09,8e-10,1.5e-10,1.1e-05,3e-05,0.0399,-3.66,-10.31,12.31,1.093,0.577,0.715
3e-10,5e-10,1e-09,8e-10,1.5e-10,1.1e-05,3.5e-05,0.0427,-3.651,-6.03,8.28,0.571,0.178,-1.984
3e-10,5e-10,1e-09,8e-10,2e-10,6e-06,2.5e-05,0.0363,-1.777,-11.78,10.51,0.776,0.365,-0.788
3e-10,5e-10,1e-09,8e-10,2e-10,6e-06,1.5e-05,0.0307,-1.805,-1.53,15.45,0.501,0.362,-2.873
3e-10,5e-10,1e-09,8e-10,2e-10,6e-06,2e-05,0.0335,-1.791,-5.06,13.97,0.98,0.601,0.107
3e-10,5e-10,1e-09,8e-10,2e-10,6e-06,3e-05,0.0391,-1.774,-10.16,6.37,0.377,0.097,-3.813
3e-10,5e-10,1e-09,8e-10,2e-10,1.1e-05,2.5e-05,0.0371,-3.613,-11.29,16.18,1.488,0.97,1.934
3e-10,5e-10,1e-09,8e-10,2e-10,1.1e-05,1.5e-05,0.0316,-4.031,-1.85,21.37,0.624,0.543,-1.934
3e-10,5e-10,1e-09,8e-10,2e-10,1.1e-05,2e-05,0.0343,-3.701,-4.44,18.92,1.322,0.992,1.373
3e-10,5e-10,1e-09,8e-10,2e-10,1.1e-05,3e-05,0.0399,-3.593,-10.64,12.4,1.044,0.538,0.514
3e-10,5e-10,1e-09,8e-10,2e-10,1.1e-05,3.5e-05,0.0426,-3.584,-6.56,8.52,0.548,0.17,-2.165
3e-10,5e-10,1e-09,8e-10,2.5e-10,6e-06,2.5e-05,0.0363,-1.754,-10.25,10.26,0.707,0.328,-1.191
3e-10,5e-10,1e-09,8e-10,2.5e-10,6e-06,1.5e-05,0.0307,-1.789,-1.75,16.2,0.496,0.367,-2.915
3e-10,5e-10,1e-09,8e-10,2.5e-10,6e-06,2e-05,0.0335,-1.767,-4.83,13.82,0.933,0.574,-0.112
3e-10,5e-10,1e-09,8e-10,2.5e-10,6e-06,3e-05,0.039,-1.75,-10.45,6.27,0.34,0.09,-4.256
3e-10,5e-10,1e-09,8e-10,2.5e-10,1.1e-05,2.5e-05,0.0371,-3.544,-9.97,16.13,1.448,0.906,1.81
3e-10,5e-10,1e-09,8e-10,2.5e-10,1.1e-05,1.5e-05,0.0316,-3.998,-1.97,21.87,0.616,0.534,-1.997
3e-10,5e-10,1e-09,8e-10,2.5e-10,1.1e-05,2e-05,0.0343,-3.625,-4.23,18.93,1.261,0.951,1.161
3e-10,5e-10,1e-09,8e-10,2.5e-10,1.1e-05,3e-05,0.0399,-3.526,-10.92,12.48,0.994,0.485,0.297
3e-10,5e-10,1e-09,8e-10,2.5e-10,1.1e-05,3.5e-05,0.0426,-3.517,-7.14,8.73,0.519,0.158,-2.398
3e-10,5e-10,8e-10,6e-10,5e-11,6e-06,2.5e-05,0.0333,-1.847,-7.42,10.35,0.854,0.362,-0.178
3e-10,5e-10,8e-10,6e-10,5e-11,6e-06,2e-05,0.0305,-1.859,-2.75,12.26,0.851,0.45,-0.289
3e-10,5e-10,8e-10,6e-10,5e-11,6e-06,3e-05,0.0361,-1.841,-28.84,7.38,0.515,0.148,-2.277
3e-10,5e-10,8e-10,6e-10,5e-11,6e-06,3.5e-05,0.0389,-1.839,-11.75,3.72,0.233,0.027,-5.625
3e-10,5e-10,8e-10,6e-10,5e-11,1.1e-05,2.5e-05,0.0341,-3.835,-6.99,15.41,1.613,1.056,2.514
3e-10,5e-10,8e-10,6e-10,5e-11,1.1e-05,1.5e-05,0.0286,-4.084,-1.16,18.29,0.529,0.429,-2.457
3e-10,5e-10,8e-10,6e-10,5e-11,1.1e-05,2e-05,0.0314,-3.927,-2.75,17.01,1.162,0.863,1.037
3e-10,5e-10,8e-10,6e-10,5e-11,1.1e-05,3e-05,0.0369,-3.798,-24.7,12.83,1.395,0.728,1.96
3e-10,5e-10,8e-10,6e-10,5e-11,1.1e-05,3.5e-05,0.0397,-3.784,-12.22,9.4,0.79,0.281,-0.395
3e-10,5e-10,8e-10,6e-10,1e-10,6e-06,2.5e-05,0.0333,-1.824,-7.69,10.33,0.812,0.344,-0.404
3e-10,5e-10,8e-10,6e-10,1e-10,6e-06,2e-05,0.0305,-1.838,-3.05,12.62,0.857,0.467,-0.27
3e-10,5e-10,8e-10,6e-10,1e-10,6e-06,3e-05,0.0361,-1.819,-22.55,7.26,0.476,0.135,-2.618
3e-10,5e-10,8e-10,6e-10,1e-10,6e-06,3.5e-05,0.0389,-1.817,-12.49,3.68,0.22,0.026,-5.875
3e-10,5e-10,8e-10,6e-10,1e-10,1.1e-05,2.5e-05,0.0341,-3.764,-7.14,15.54,1.55,1.016,2.33
3e-10,5e-10,8e-10,6e-10,1e-10,1.1e-05,1.5e-05,0.0286,-4.065,-1.28,19.1,0.521,0.437,-2.533
3e-10,5e-10,8e-10,6e-10,1e-10,1.1e-05,2e-05,0.0314,-3.861,-2.93,17.4,1.142,0.858,0.952
3e-10,5e-10,8e-10,6e-10,1e-10,1.1e-05,3e-05,0.0369,-3.73,-20.77,12.87,1.305,0.683,1.668
3e-10,5e-10,8e-10,6e-10,1e-10,1.1e-05,3.5e-05,0.0397,-3.717,-12.98,9.52,0.743,0.271,-0.668
3e-10,5e-10,8e-10,6e-10,1.5e-10,6e-06,2.5e-05,0.0333,-1.802,-7.58,10.21,0.752,0.319,-0.742
3e-10,5e-10,8e-10,6e-10,1.5e-10,6e-06,1.5e-05,0.0277,-1.82,-1.11,13.61,0.417,0.276,-3.477
3e-10,5e-10,8e-10,6e-10,1.5e-10,6e-06,2e-05,0.0305,-1.816,-3.28,12.84,0.844,0.471,-0.343
3e-10,5e-10,8e-10,6e-10,1.5e-10,6e-06,3e-05,0.0361,-1.796,-17.55,7.09,0.432,0.121,-3.044
3e-10,5e-10,8e-10,6e-10,1.5e-10,6e-06,3.5e-05,0.0388,-1.794,-13.08,3.61,0.204,0.024,-6.198
3e-10,5e-10,8e-10,6e-10,1.5e-10,1.1e-05,2.5e-05,0.0341,-3.693,-7.01,15.59,1.486,0.961,2.139
3e-10,5e-10,8e-10,6e-10,1.5e-10,1.1e-05,1.5e-05,0.0286,-4.048,-1.42,19.86,0.514,0.441,-2.586
3e-10,5e-10,8e-10,6e-10,1.5e-10,1.1e-05,2e-05,0.0314,-3.791,-3.04,17.68,1.119,0.846,0.855
3e-10,5e-10,8e-10,6e-10,1.5e-10,1.1e-05,3e-05,0.0369,-3.66,-16.89,12.87,1.222,0.628,1.375
3e-10,5e-10,8e-10,6e-10,1.5e-10,1.1e-05,3.5e-05,0.0396,-3.648,-13.57,9.62,0.697,0.255,-0.95
3e-10,5e-10,8e-10,6e-10,2e-10,6e-06,2.5e-05,0.0333,-1.778,-7.19,10.01,0.679,0.29,-1.19
3e-10,5e-10,8e-10,6e-10,2e-10,6e-06,1.5e-05,0.0277,-1.803,-1.26,14.44,0.416,0.289,-3.494
3e-10,5e-10,8e-10,6e-10,2e-10,6e-06,2e-05,0.0305,-1.793,-3.4,12.93,0.811,0.464,-0.524
3e-10,5e-10,8e-10,6e-10,2e-10,6e-06,3e-05,0.036,-1.774,-14.52,6.87,0.384,0.108,-3.556
3e-10,5e-10,8e-10,6e-10,2e-10,6e-06,3.5e-05,0.0388,-1.772,-13.45,3.5,0.186,0.021,-6.602
3e-10,5e-10,8e-10,6e-10,2e-10,1.1e-05,2.5e-05,0.0341,-3.621,-6.67,15.58,1.404,0.896,1.886
3e-10,5e-10,8e-10,6e-10,2e-10,1.1e-05,1.5e-05,0.0286,-4.028,-1.55,20.53,0.513,0.444,-2.606
3e-10,5e-10,8e-10,6e-10,2e-10,1.1e-05,2e-05,0.0313,-3.717,-3.07,17.85,1.081,0.819,0.697
3e-10,5e-10,8e-10,6e-10,2e-10,1.1e-05,3e-05,0.0369,-3.591,-14.21,12.84,1.129,0.562,1.028
3e-10,5e-10,8e-10,6e-10,2e-10,1.1e-05,3.5e-05,0.0396,-3.58,-13.92,9.69,0.644,0.231,-1.29
3e-10,5e-10,8e-10,6e-10,2.5e-10,6e-06,2.5e-05,0.0333,-1.755,-6.65,9.74,0.604,0.257,-1.694
3e-10,5e-10,8e-10,6e-10,2.5e-10,6e-06,1.5e-05,0.0277,-1.786,-1.43,15.24,0.414,0.296,-3.521
3e-10,5e-10,8e-10,6e-10,2.5e-10,6e-06,2e-05,0.0305,-1.769,-3.39,12.87,0.769,0.447,-0.762
3e-10,5e-10,8e-10,6e-10,2.5e-10,6e-06,3e-05,0.036,-1.75,-12.45,6.63,0.336,0.094,-4.13
3e-10,5e-10,8e-10,6e-10,2.5e-10,6e-06,3.5e-05,0.0388,-1.749,-13.58,3.37,0.167,0.019,-7.067
3e-10,5e-10,8e-10,6e-10,2.5e-10,1.1e-05,2.5e-05,0.0341,-3.549,-6.23,15.51,1.338,0.818,1.67
3e-10,5e-10,8e-10,6e-10,2.5e-10,1.1e-05,1.5e-05,0.0286,-4.001,-1.66,21.08,0.509,0.439,-2.642
3e-10,5e-10,8e-10,6e-10,2.5e-10,1.1e-05,2e-05,0.0313,-3.641,-3.02,17.94,1.018,0.782,0.426
3e-10,5e-10,8e-10,6e-10,2.5e-10,1.1e-05,3e-05,0.0368,-3.523,-12.3,12.79,1.036,0.484,0.648
3e-10,5e-10,8e-10,6e-10,2.5e-10,1.1e-05,3.5e-05,0.0396,-3.513,-14.01,9.73,0.589,0.2,-1.682
3e-10,5e-10,8e-10,4e-10,5e-11,6e-06,2.5e-05,0.0297,-1.847,-10.25,10.84,0.97,0.431,0.555
3e-10,5e-10,8e-10,4e-10,5e-11,6e-06,1.5e-05,0.0242,-1.857,-1.42,13.7,0.59,0.377,-1.787
3e-10,5e-10,8e-10,4e-10,5e-11,6e-06,2e-05,0.0269,-1.858,-4.3,13.56,1.146,0.663,1.181
3e-10,5e-10,8e-10,4e-10,5e-11,6e-06,3e-05,0.0325,-1.842,-13.29,7.24,0.493,0.138,-2.288
3e-10,5e-10,8e-10,4e-10,5e-11,6e-06,3.5e-05,0.0353,-1.839,-8.68,3.45,0.212,0.022,-5.848
3e-10,5e-10,8e-10,4e-10,5e-11,1.1e-05,2.5e-05,0.0306,-3.832,-9.94,15.97,1.92,1.288,3.444
3e-10,5e-10,8e-10,4e-10,5e-11,1.1e-05,1.5e-05,0.025,-4.082,-1.84,20.0,0.734,0.624,-0.85
3e-10,5e-10,8e-10,4e-10,5e-11,1.1e-05,2e-05,0.0278,-3.92,-4.32,18.34,1.556,1.21,2.483
3e-10,5e-10,8e-10,4e-10,5e-11,1.1e-05,3e-05,0.0333,-3.8,-13.8,12.72,1.425,0.725,2.241
3e-10,5e-10,8e-10,4e-10,5e-11,1.1e-05,3.5e-05,0.0361,-3.786,-8.92,9.13,0.739,0.255,-0.501
3e-10,5e-10,8e-10,4e-10,1e-10,6e-06,2.5e-05,0.0297,-1.824,-11.39,10.87,0.931,0.417,0.372
3e-10,5e-10,8e-10,4e-10,1e-10,6e-06,1.5e-05,0.0241,-1.839,-1.57,14.52,0.592,0.405,-1.775
3e-10,5e-10,8e-10,4e-10,1e-10,6e-06,2e-05,0.0269,-1.837,-4.8,13.88,1.153,0.683,1.2
3e-10,5e-10,8e-10,4e-10,1e-10,6e-06,3e-05,0.0325,-1.82,-16.15,7.24,0.468,0.132,-2.51
3e-10,5e-10,8e-10,4e-10,1e-10,6e-06,3.5e-05,0.0352,-1.817,-9.87,3.53,0.206,0.023,-5.985
3e-10,5e-10,8e-10,4e-10,1e-10,1.1e-05,2.5e-05,0.0305,-3.764,-10.72,16.15,1.866,1.253,3.311
3e-10,5e-10,8e-10,4e-10,1e-10,1.1e-05,1.5e-05,0.025,-4.061,-2.04,20.79,0.722,0.63,-0.923
3e-10,5e-10,8e-10,4e-10,1e-10,1.1e-05,2e-05,0.0278,-3.854,-4.63,18.7,1.533,1.206,2.409
3e-10,5e-10,8e-10,4e-10,1e-10,1.1e-05,3e-05,0.0333,-3.732,-16.71,12.87,1.359,0.7,2.03
3e-10,5e-10,8e-10,4e-10,1e-10,1.1e-05,3.5e-05,0.0361,-3.719,-10.12,9.36,0.712,0.255,-0.67
3e-10,5e-10,8e-10,4e-10,1.5e-10,6e-06,2.5e-05,0.0297,-1.802,-11.96,10.81,0.872,0.395,0.083
3e-10,5e-10,8e-10,4e-10,1.5e-10,6e-06,1.5e-05,0.0241,-1.821,-1.77,15.34,0.59,0.428,-1.788
3e-10,5e-10,8e-10,4e-10,1.5e-10,6e-06,2e-05,0.0269,-1.814,-5.21,14.09,1.139,0.687,1.138
3e-10,5e-10,8e-10,4e-10,1.5e-10,6e-06,3e-05,0.0325,-1.797,-20.31,7.18,0.436,0.124,-2.822
3e-10,5e-10,8e-10,4e-10,1.5e-10,6e-06,3.5e-05,0.0352,-1.795,-11.28,3.55,0.196,0.022,-6.205
3e-10,5e-10,8e-10,4e-10,1.5e-10,1.1e-05,2.5e-05,0.0305,-3.694,-11.01,16.25,1.81,1.204,3.172
3e-10,5e-10,8e-10,4e-10,1.5e-10,1.1e-05,1.5e-05,0.025,-4.041,-2.25,21.51,0.715,0.636,-0.97
3e-10,5e-10,8e-10,4e-10,1.5e-10,1.1e-05,2e-05,0.0278,-3.785,-4.84,18.98,1.509,1.193,2.334
3e-10,5e-10,8e-10,4e-10,1.5e-10,1.1e-05,3e-05,0.0333,-3.664,-20.9,12.99,1.293,0.663,1.806
3e-10,5e-10,8e-10,4e-10,1.5e-10,1.1e-05,3.5e-05,0.036,-3.652,-11.55,9.56,0.681,0.248,-0.864
3e-10,5e-10,8e-10,4e-10,2e-10,6e-06,2.5e-05,0.0297,-1.778,-11.76,10.68,0.797,0.364,-0.312
3e-10,5e-10,8e-10,4e-10,2e-10,6e-06,1.5e-05,0.0241,-1.803,-2.0,16.14,0.588,0.445,-1.807
3e-10,5e-10,8e-10,4e-10,2e-10,6e-06,2e-05,0.0269,-1.791,-5.43,14.16,1.099,0.676,0.976
3e-10,5e-10,8e-10,4e-10,2e-10,6e-06,3e-05,0.0324,-1.774,-28.0,7.08,0.397,0.115,-3.228
3e-10,5e-10,8e-10,4e-10,2e-10,6e-06,3.5e-05,0.0352,-1.772,-12.96,3.54,0.182,0.021,-6.517
3e-10,5e-10,8e-10,4e-10,2e-10,1.1e-05,2.5e-05,0.0305,-3.623,-10.78,16.3,1.73,1.14,2.971
3e-10,5e-10,8e-10,4e-10,2e-10,1.1e-05,1.5e-05,0.025,-4.018,-2.46,22.15,0.715,0.641,-0.974
3e-10,5e-10,8e-10,4e-10,2e-10,1.1e-05,2e-05,0.0278,-3.711,-4.9,19.16,1.468,1.16,2.206
3e-10,5e-10,8e-10,4e-10,2e-10,1.1e-05,3e-05,0.0332,-3.596,-27.85,13.06,1.212,0.612,1.521
3e-10,5e-10,8e-10,4e-10,2e-10,1.1e-05,3.5e-05,0.036,-3.584,-13.26,9.71,0.641,0.231,-1.131
3e-10,5e-10,8e-10,4e-10,2.5e-10,6e-06,2.5e-05,0.0297,-1.755,-11.01,10.5,0.718,0.327,-0.763
3e-10,5e-10,8e-10,4e-10,2.5e-10,6e-06,1.5e-05,0.0241,-1.787,-2.28,16.9,0.585,0.455,-1.832
3e-10,5e-10,8e-10,4e-10,2.5e-10,6e-06,2e-05,0.0269,-1.768,-5.44,14.12,1.045,0.653,0.754
3e-10,5e-10,8e-10,4e-10,2.5e-10,6e-06,3e-05,0.0324,-1.751,-35.18,6.94,0.356,0.105,-3.709
3e-10,5e-10,8e-10,4e-10,2.5e-10,6e-06,3.5e-05,0.0352,-1.749,-15.02,3.48,0.167,0.02,-6.903
3e-10,5e-10,8e-10,4e-10,2.5e-10,1.1e-05,2.5e-05,0.0305,-3.552,-10.18,16.31,1.663,1.054,2.792
3e-10,5e-10,8e-10,4e-10,2.5e-10,1.1e-05,1.5e-05,0.025,-3.987,-2.64,22.68,0.713,0.635,-0.992
3e-10,5e-10,8e-10,4e-10,2.5e-10,1.1e-05,2e-05,0.0277,-3.636,-4.83,19.26,1.393,1.113,1.972
3e-10,5e-10,8e-10,4e-10,2.5e-10,1.1e-05,3e-05,0.0332,-3.527,-29.53,13.1,1.126,0.543,1.196
3e-10,5e-10,8e-10,4e-10,2.5e-10,1.1e-05,3.5e-05,0.036,-3.516,-15.35,9.84,0.595,0.206,-1.456
3e-10,5e-10,8e-10,5e-10,5e-11,6e-06,2.5e-05,0.0316,-1.847,-8.68,10.61,0.912,0.397,0.194
3e-10,5e-10,8e-10,5e-10,5e-11,6e-06,1.5e-05,0.026,-1.857,-1.1,12.73,0.489,0.297,-2.688
3e-10,5e-10,8e-10,5e-10,5e-11,6e-06,2e-05,0.0288,-1.858,-3.35,12.87,0.978,0.538,0.401
3e-10,5e-10,8e-10,5e-10,5e-11,6e-06,3e-05,0.0344,-1.842,-20.04,7.37,0.51,0.146,-2.228
3e-10,5e-10,8e-10,5e-10,5e-11,6e-06,3.5e-05,0.0372,-1.839,-10.83,3.68,0.227,0.026,-5.653
3e-10,5e-10,8e-10,5e-10,5e-11,1.1e-05,2.5e-05,0.0324,-3.834,-8.25,15.7,1.763,1.167,2.986
3e-10,5e-10,8e-10,5e-10,5e-11,1.1e-05,1.5e-05,0.0269,-4.083,-1.43,19.08,0.618,0.511,-1.695
3e-10,5e-10,8e-10,5e-10,5e-11,1.1e-05,2e-05,0.0297,-3.925,-3.36,17.63,1.332,1.013,1.719
3e-10,5e-10,8e-10,5e-10,5e-11,1.1e-05,3e-05,0.0352,-3.799,-20.56,12.83,1.429,0.737,2.157
3e-10,5e-10,8e-10,5e-10,5e-11,1.1e-05,3.5e-05,0.038,-3.785,-11.2,9.35,0.778,0.275,-0.371
3e-10,5e-10,8e-10,5e-10,1e-10,6e-06,2.5e-05,0.0316,-1.825,-9.23,10.61,0.871,0.381,-0.013
3e-10,5e-10,8e-10,5e-10,1e-10,6e-06,1.5e-05,0.026,-1.838,-1.22,13.57,0.491,0.321,-2.673
3e-10,5e-10,8e-10,5e-10,1e-10,6e-06,2e-05,0.0288,-1.837,-3.73,13.21,0.984,0.556,0.421
3e-10,5e-10,8e-10,5e-10,1e-10,6e-06,3e-05,0.0344,-1.819,-28.76,7.31,0.478,0.136,-2.515
3e-10,5e-10,8e-10,5e-10,1e-10,6e-06,3.5e-05,0.0371,-1.817,-12.1,3.69,0.217,0.026,-5.853
3e-10,5e-10,8e-10,5e-10,1e-10,1.1e-05,2.5e-05,0.0324,-3.765,-8.59,15.85,1.702,1.13,2.823
3e-10,5e-10,8e-10,5e-10,1e-10,1.1e-05,1.5e-05,0.0269,-4.063,-1.58,19.88,0.607,0.519,-1.771
3e-10,5e-10,8e-10,5e-10,1e-10,1.1e-05,2e-05,0.0297,-3.858,-3.59,18.01,1.311,1.008,1.639
3e-10,5e-10,8e-10,5e-10,1e-10,1.1e-05,3e-05,0.0352,-3.731,-27.46,12.93,1.347,0.701,1.897
3e-10,5e-10,8e-10,5e-10,1e-10,1.1e-05,3.5e-05,0.0379,-3.718,-12.53,9.53,0.739,0.269,-0.6
3e-10,5e-10,8e-10,5e-10,1.5e-10,6e-06,2.5e-05,0.0316,-1.802,-9.28,10.52,0.81,0.355,-0.329
3e-10,5e-10,8e-10,5e-10,1.5e-10,6e-06,1.5e-05,0.026,-1.82,-1.37,14.41,0.491,0.34,-2.685
3e-10,5e-10,8e-10,5e-10,1.5e-10,6e-06,2e-05,0.0288,-1.815,-4.02,13.43,0.971,0.56,0.354
3e-10,5e-10,8e-10,5e-10,1.5e-10,6e-06,3e-05,0.0344,-1.797,-29.98,7.19,0.438,0.124,-2.89
3e-10,5e-10,8e-10,5e-10,1.5e-10,6e-06,3.5e-05,0.0371,-1.795,-13.49,3.66,0.203,0.024,-6.131
3e-10,5e-10,8e-10,5e-10,1.5e-10,1.1e-05,2.5e-05,0.0324,-3.694,-8.56,15.93,1.639,1.077,2.653
3e-10,5e-10,8e-10,5e-10,1.5e-10,1.1e-05,1.5e-05,0.0269,-4.044,-1.75,20.63,0.601,0.524,-1.82
3e-10,5e-10,8e-10,5e-10,1.5e-10,1.1e-05,2e-05,0.0297,-3.788,-3.73,18.29,1.287,0.995,1.551
3e-10,5e-10,8e-10,5e-10,1.5e-10,1.1e-05,3e-05,0.0352,-3.663,-26.22,12.98,1.269,0.653,1.632
3e-10,5e-10,8e-10,5e-10,1.5e-10,1.1e-05,3.5e-05,0.0379,-3.651,-13.98,9.66,0.699,0.257,-0.844
3e-10,5e-10,8e-10,5e-10,2e-10,6e-06,2.5e-05,0.0316,-1.778,-8.9,10.35,0.735,0.323,-0.754
3e-10,5e-10,8e-10,5e-10,2e-10,6e-06,1.5e-05,0.026,-1.803,-1.55,15.23,0.489,0.355,-2.703
3e-10,5e-10,8e-10,5e-10,2e-10,6e-06,2e-05,0.0288,-1.792,-4.18,13.51,0.934,0.55,0.181
3e-10,5e-10,8e-10,5e-10,2e-10,6e-06,3e-05,0.0343,-1.774,-21.19,7.02,0.394,0.113,-3.356
3e-10,5e-10,8e-10,5e-10,2e-10,6e-06,3.5e-05,0.0371,-1.772,-14.96,3.59,0.187,0.022,-6.496
3e-10,5e-10,8e-10,5e-10,2e-10,1.1e-05,2.5e-05,0.0324,-3.621,-8.22,15.95,1.556,1.011,2.421
3e-10,5e-10,8e-10,5e-10,2e-10,1.1e-05,1.5e-05,0.0269,-4.024,-1.91,21.28,0.6,0.528,-1.834
3e-10,5e-10,8e-10,5e-10,2e-10,1.1e-05,2e-05,0.0296,-3.715,-3.77,18.47,1.247,0.964,1.404
3e-10,5e-10,8e-10,5e-10,2e-10,1.1e-05,3e-05,0.0351,-3.593,-20.29,12.99,1.179,0.593,1.309
3e-10,5e-10,8e-10,5e-10,2e-10,1.1e-05,3.5e-05,0.0379,-3.582,-15.53,9.77,0.651,0.236,-1.155
3e-10,5e-10,8e-10,5e-10,2.5e-10,6e-06,2.5e-05,0.0316,-1.755,-8.26,10.12,0.658,0.29,-1.236
3e-10,5e-10,8e-10,5e-10,2.5e-10,6e-06,1.5e-05,0.026,-1.786,-1.77,16.01,0.487,0.363,-2.729
3e-10,5e-10,8e-10,5e-10,2.5e-10,6e-06,2e-05,0.0288,-1.768,-4.18,13.46,0.887,0.532,-0.05
3e-10,5e-10,8e-10,5e-10,2.5e-10,6e-06,3e-05,0.0343,-1.751,-17.09,6.82,0.348,0.101,-3.891
3e-10,5e-10,8e-10,5e-10,2.5e-10,6e-06,3.5e-05,0.0371,-1.749,-16.36,3.49,0.169,0.02,-6.929
3e-10,5e-10,8e-10,5e-10,2.5e-10,1.1e-05,2.5e-05,0.0324,-3.551,-7.71,15.91,1.488,0.928,2.219
3e-10,5e-10,8e-10,5e-10,2.5e-10,1.1e-05,1.5e-05,0.0269,-3.995,-2.05,21.83,0.596,0.523,-1.862
3e-10,5e-10,8e-10,5e-10,2.5e-10,1.1e-05,2e-05,0.0296,-3.639,-3.72,18.56,1.177,0.92,1.148
3e-10,5e-10,8e-10,5e-10,2.5e-10,1.1e-05,3e-05,0.0351,-3.525,-16.72,12.98,1.087,0.517,0.949
3e-10,5e-10,8e-10,5e-10,2.5e-10,1.1e-05,3.5e-05,0.0379,-3.514,-17.01,9.85,0.6,0.207,-1.519
3e-10,5e-10,8e-10,7e-10,5e-11,6e-06,2.5e-05,0.0349,-1.847,-6.45,10.08,0.801,0.33,-0.544
3e-10,5e-10,8e-10,7e-10,5e-11,6e-06,2e-05,0.0321,-1.859,-2.34,11.72,0.755,0.386,-0.897
3e-10,5e-10,8e-10,7e-10,5e-11,6e-06,3e-05,0.0376,-1.841,-19.92,7.32,0.512,0.146,-2.389
3e-10,5e-10,8e-10,7e-10,5e-11,6e-06,3.5e-05,0.0404,-1.839,-11.25,3.66,0.233,0.027,-5.698
3e-10,5e-10,8e-10,7e-10,5e-11,1.1e-05,2.5e-05,0.0357,-3.835,-6.05,15.12,1.482,0.957,2.06
3e-10,5e-10,8e-10,7e-10,5e-11,1.1e-05,2e-05,0.0329,-3.929,-2.33,16.46,1.031,0.75,0.433
3e-10,5e-10,8e-10,7e-10,5e-11,1.1e-05,3e-05,0.0385,-3.797,-18.36,12.75,1.341,0.706,1.701
3e-10,5e-10,8e-10,7e-10,5e-11,1.1e-05,3.5e-05,0.0412,-3.783,-11.67,9.34,0.785,0.279,-0.51
3e-10,5e-10,8e-10,7e-10,1e-10,6e-06,2.5e-05,0.0348,-1.825,-6.58,10.04,0.759,0.314,-0.786
3e-10,5e-10,8e-10,7e-10,1e-10,6e-06,2e-05,0.0321,-1.838,-2.59,12.09,0.759,0.401,-0.88
3e-10,5e-10,8e-10,7e-10,1e-10,6e-06,3e-05,0.0376,-1.819,-15.98,7.15,0.468,0.13,-2.775
