C1,L,Vbias,W1,Wvar,idc,DCPowerConsumption,OscillationFrequency,TuningRange,OutputPower,PhaseNoise
1.1e-13,3e-10,0.9,3.6e-05,6e-06,0.005,0.00537,34900000000.0,1200000000.0,14.59,-90.49
1.1e-13,3e-10,0.9,3.6e-05,6e-06,0.0075,0.00847,32100000000.0,1150000000.0,14.59,-89.47
1.1e-13,3e-10,0.9,3.6e-05,6e-06,0.0125,0.0153,32200000000.0,986000000.0,14.59,-85.79
1.1e-13,3e-10,0.9,3.6e-05,6e-06,0.015,0.0191,32000000000.0,889000000.0,14.59,-87.76
1.1e-13,3e-10,0.9,3.6e-05,7e-06,0.01,0.0118,32000000000.0,1150000000.0,14.59,-88.29
1.1e-13,3e-10,0.9,3.6e-05,7e-06,0.005,0.00537,33900000000.0,1310000000.0,14.59,-91.9
1.1e-13,3e-10,0.9,3.6e-05,7e-06,0.0075,0.00847,32200000000.0,1240000000.0,14.59,-90.97
1.1e-13,3e-10,0.9,3.6e-05,7e-06,0.0125,0.0153,31800000000.0,1050000000.0,14.59,-86.38
1.1e-13,3e-10,0.9,3.6e-05,7e-06,0.015,0.0191,31600000000.0,947000000.0,14.65,-90.22
1.1e-13,3e-10,0.9,3.6e-05,8e-06,0.01,0.0118,31700000000.0,1200000000.0,14.59,-103.8
1.1e-13,3e-10,0.9,3.6e-05,8e-06,0.005,0.00537,33400000000.0,1390000000.0,14.59,-92.97
1.1e-13,3e-10,0.9,3.6e-05,8e-06,0.0075,0.00847,32300000000.0,1300000000.0,14.59,-93.12
1.1e-13,3e-10,0.9,3.6e-05,8e-06,0.0125,0.0153,31500000000.0,1090000000.0,14.73,-88.53
1.1e-13,3e-10,0.9,3.6e-05,8e-06,0.015,0.0191,31300000000.0,981000000.0,14.86,-91.76
1.1e-13,3e-10,0.9,3.6e-05,9e-06,0.01,0.0118,31400000000.0,1230000000.0,14.7,-82.72
1.1e-13,3e-10,0.9,3.6e-05,9e-06,0.005,0.00537,33100000000.0,1450000000.0,14.59,-94.22
1.1e-13,3e-10,0.9,3.6e-05,9e-06,0.0075,0.00847,32000000000.0,1340000000.0,14.59,-95.45
1.1e-13,3e-10,0.9,3.6e-05,9e-06,0.0125,0.0153,31300000000.0,1120000000.0,14.91,-90.04
1.1e-13,3e-10,0.9,3.6e-05,9e-06,0.015,0.0191,31100000000.0,1000000000.0,15.03,-93.52
1.1e-13,3e-10,0.9,3.6e-05,1.1e-05,0.01,0.0118,30900000000.0,1270000000.0,15.01,-95.38
1.1e-13,3e-10,0.9,3.6e-05,1.1e-05,0.005,0.00537,31700000000.0,1520000000.0,14.59,-96.95
1.1e-13,3e-10,0.9,3.6e-05,1.1e-05,0.0075,0.00847,32300000000.0,1390000000.0,14.71,-99.0
1.1e-13,3e-10,0.9,3.6e-05,1.1e-05,0.0125,0.0153,30700000000.0,1150000000.0,15.2,-93.5
1.1e-13,3e-10,0.9,3.6e-05,1.1e-05,0.015,0.0191,30500000000.0,1020000000.0,15.3,-99.62
1.1e-13,3e-10,0.9,3.6e-05,1.2e-05,0.01,0.0118,30600000000.0,1270000000.0,15.13,-98.08
1.1e-13,3e-10,0.9,3.6e-05,1.2e-05,0.005,0.00537,31500000000.0,1540000000.0,14.59,-98.12
1.1e-13,3e-10,0.9,3.6e-05,1.2e-05,0.0075,0.00847,32500000000.0,1390000000.0,14.83,-100.7
1.1e-13,3e-10,0.9,3.6e-05,1.2e-05,0.0125,0.0153,30500000000.0,1150000000.0,15.31,-95.16
1.1e-13,3e-10,0.9,3.6e-05,1.2e-05,0.015,0.0191,30300000000.0,1010000000.0,15.41,-101.4
1.1e-13,3e-10,0.9,3.6e-05,1.3e-05,0.01,0.0118,30500000000.0,1270000000.0,15.23,-100.8
1.1e-13,3e-10,0.9,3.6e-05,1.3e-05,0.005,0.00537,31200000000.0,1540000000.0,14.59,-99.45
1.1e-13,3e-10,0.9,3.6e-05,1.3e-05,0.0075,0.00847,32600000000.0,1390000000.0,14.93,-104.4
1.1e-13,3e-10,0.9,3.6e-05,1.3e-05,0.0125,0.0153,30300000000.0,1150000000.0,15.41,-96.46
1.1e-13,3e-10,0.9,3.6e-05,1.3e-05,0.015,0.0191,30100000000.0,987000000.0,15.5,-99.4
1.1e-13,3e-10,0.9,3.6e-05,1.4e-05,0.01,0.0118,30400000000.0,1260000000.0,15.32,-100.7
1.1e-13,3e-10,0.9,3.6e-05,1.4e-05,0.005,0.00537,30500000000.0,1530000000.0,14.59,-101.1
1.1e-13,3e-10,0.9,3.6e-05,1.4e-05,0.0075,0.00847,32800000000.0,1380000000.0,15.01,-105.1
1.1e-13,3e-10,0.9,3.6e-05,1.4e-05,0.0125,0.0153,30100000000.0,1130000000.0,15.5,-96.76
1.1e-13,3e-10,0.9,3.6e-05,1.4e-05,0.015,0.0191,29900000000.0,962000000.0,15.58,-96.71
1.1e-13,3e-10,0.9,3.6e-05,1.5e-05,0.01,0.0118,30200000000.0,1250000000.0,15.39,-103.9
1.1e-13,3e-10,0.9,3.6e-05,1.5e-05,0.005,0.00537,29900000000.0,1520000000.0,14.59,-101.8
1.1e-13,3e-10,0.9,3.6e-05,1.5e-05,0.0075,0.00847,33100000000.0,1370000000.0,15.07,-104.4
1.1e-13,3e-10,0.9,3.6e-05,1.5e-05,0.0125,0.0153,29800000000.0,1120000000.0,15.56,-101.1
1.1e-13,3e-10,0.9,3.6e-05,1.5e-05,0.015,0.0191,29600000000.0,928000000.0,15.64,-92.87
1.1e-13,3e-10,0.9,3.8e-05,1e-05,0.01,0.0117,30700000000.0,1220000000.0,14.73,-93.87
1.1e-13,3e-10,0.9,3.8e-05,1e-05,0.005,0.00534,32000000000.0,1410000000.0,14.59,-95.46
1.1e-13,3e-10,0.9,3.8e-05,1e-05,0.0075,0.00841,31600000000.0,1320000000.0,14.59,-97.15
1.1e-13,3e-10,0.9,3.8e-05,1e-05,0.0125,0.0152,30500000000.0,1120000000.0,14.95,-92.03
1.1e-13,3e-10,0.9,3.8e-05,1e-05,0.015,0.0189,30300000000.0,1010000000.0,15.08,-96.44
1.1e-13,3e-10,0.9,3.8e-05,5e-06,0.01,0.0117,32100000000.0,932000000.0,14.59,-86.13
1.1e-13,3e-10,0.9,3.8e-05,5e-06,0.005,0.00534,35200000000.0,976000000.0,14.59,-89.41
1.1e-13,3e-10,0.9,3.8e-05,5e-06,0.0075,0.00841,31900000000.0,981000000.0,14.59,-85.39
1.1e-13,3e-10,0.9,3.8e-05,5e-06,0.0125,0.0152,32000000000.0,872000000.0,14.59,-84.81
1.1e-13,3e-10,0.9,3.8e-05,5e-06,0.015,0.0189,31800000000.0,806000000.0,14.59,-87.82
1.1e-13,3e-10,0.9,3.8e-05,6e-06,0.01,0.0117,31800000000.0,1030000000.0,14.59,-87.74
1.1e-13,3e-10,0.9,3.8e-05,6e-06,0.005,0.00534,34200000000.0,1110000000.0,14.59,-90.82
1.1e-13,3e-10,0.9,3.8e-05,6e-06,0.0075,0.00841,31800000000.0,1090000000.0,14.59,-90.05
1.1e-13,3e-10,0.9,3.8e-05,6e-06,0.0125,0.0152,31600000000.0,946000000.0,14.59,-86.11
1.1e-13,3e-10,0.9,3.8e-05,6e-06,0.015,0.0189,31500000000.0,879000000.0,14.59,-89.34
1.1e-13,3e-10,0.9,3.8e-05,7e-06,0.01,0.0117,31400000000.0,1100000000.0,14.59,-88.78
1.1e-13,3e-10,0.9,3.8e-05,7e-06,0.005,0.00534,33800000000.0,1220000000.0,14.59,-92.04
1.1e-13,3e-10,0.9,3.8e-05,7e-06,0.0075,0.00841,31600000000.0,1170000000.0,14.59,-90.93
1.1e-13,3e-10,0.9,3.8e-05,7e-06,0.0125,0.0152,31300000000.0,1020000000.0,14.59,-87.7
1.1e-13,3e-10,0.9,3.8e-05,7e-06,0.015,0.0189,31200000000.0,931000000.0,14.59,-92.07
1.1e-13,3e-10,0.9,3.8e-05,8e-06,0.01,0.0117,31200000000.0,1150000000.0,14.59,-90.33
1.1e-13,3e-10,0.9,3.8e-05,8e-06,0.005,0.00534,33200000000.0,1300000000.0,14.59,-93.16
1.1e-13,3e-10,0.9,3.8e-05,8e-06,0.0075,0.00841,31200000000.0,1240000000.0,14.59,-93.23
1.1e-13,3e-10,0.9,3.8e-05,8e-06,0.0125,0.0152,31100000000.0,1060000000.0,14.6,-88.78
1.1e-13,3e-10,0.9,3.8e-05,8e-06,0.015,0.0189,30900000000.0,975000000.0,14.75,-91.79
1.1e-13,3e-10,0.9,3.8e-05,9e-06,0.01,0.0117,31000000000.0,1190000000.0,14.59,-92.11
1.1e-13,3e-10,0.9,3.8e-05,9e-06,0.005,0.00534,32400000000.0,1360000000.0,14.59,-94.3
1.1e-13,3e-10,0.9,3.8e-05,9e-06,0.0075,0.00841,31400000000.0,1280000000.0,14.59,-94.77
1.1e-13,3e-10,0.9,3.8e-05,9e-06,0.0125,0.0152,30800000000.0,1100000000.0,14.78,-90.58
1.1e-13,3e-10,0.9,3.8e-05,9e-06,0.015,0.0189,30600000000.0,1000000000.0,14.93,-93.76
1.1e-13,3e-10,0.9,3.8e-05,1.1e-05,0.01,0.0117,30400000000.0,1240000000.0,14.87,-76.87
1.1e-13,3e-10,0.9,3.8e-05,1.1e-05,0.005,0.00534,31700000000.0,1440000000.0,14.59,-96.46
1.1e-13,3e-10,0.9,3.8e-05,1.1e-05,0.0075,0.00841,31600000000.0,1340000000.0,14.59,-99.27
1.1e-13,3e-10,0.9,3.8e-05,1.1e-05,0.0125,0.0152,30300000000.0,1130000000.0,15.08,-94.29
1.1e-13,3e-10,0.9,3.8e-05,1.1e-05,0.015,0.0189,30100000000.0,1020000000.0,15.22,-99.92
1.1e-13,3e-10,0.9,3.8e-05,1.2e-05,0.01,0.0117,30300000000.0,1240000000.0,15.0,-97.96
1.1e-13,3e-10,0.9,3.8e-05,1.2e-05,0.005,0.00534,31100000000.0,1460000000.0,14.59,-97.6
1.1e-13,3e-10,0.9,3.8e-05,1.2e-05,0.0075,0.00841,31700000000.0,1350000000.0,14.66,-101.5
1.1e-13,3e-10,0.9,3.8e-05,1.2e-05,0.0125,0.0152,30100000000.0,1140000000.0,15.21,-95.5
1.1e-13,3e-10,0.9,3.8e-05,1.2e-05,0.015,0.0189,29800000000.0,1020000000.0,15.33,-101.1
1.1e-13,3e-10,0.9,3.8e-05,1.3e-05,0.01,0.0117,30100000000.0,1250000000.0,15.11,-100.5
1.1e-13,3e-10,0.9,3.8e-05,1.3e-05,0.005,0.00534,30500000000.0,1460000000.0,14.59,-98.94
1.1e-13,3e-10,0.9,3.8e-05,1.3e-05,0.0075,0.00841,32200000000.0,1350000000.0,14.77,-104.3
1.1e-13,3e-10,0.9,3.8e-05,1.3e-05,0.0125,0.0152,29800000000.0,1140000000.0,15.31,-97.83
1.1e-13,3e-10,0.9,3.8e-05,1.3e-05,0.015,0.0189,29600000000.0,996000000.0,15.42,-98.27
1.1e-13,3e-10,0.9,3.8e-05,1.4e-05,0.01,0.0117,29800000000.0,1240000000.0,15.2,-102.8
1.1e-13,3e-10,0.9,3.8e-05,1.4e-05,0.005,0.00534,30100000000.0,1460000000.0,14.59,-99.91
1.1e-13,3e-10,0.9,3.8e-05,1.4e-05,0.0075,0.00841,32600000000.0,1350000000.0,14.85,-105.0
1.1e-13,3e-10,0.9,3.8e-05,1.4e-05,0.0125,0.0152,29600000000.0,1130000000.0,15.4,-99.58
1.1e-13,3e-10,0.9,3.8e-05,1.4e-05,0.015,0.0189,29400000000.0,968000000.0,15.51,-96.62
1.1e-13,3e-10,0.9,3.8e-05,1.5e-05,0.01,0.0117,29600000000.0,1230000000.0,15.27,-103.9
1.1e-13,3e-10,0.9,3.8e-05,1.5e-05,0.005,0.00534,29900000000.0,1450000000.0,14.59,-100.8
1.1e-13,3e-10,0.9,3.8e-05,1.5e-05,0.0075,0.00841,32900000000.0,1340000000.0,14.92,-105.0
1.1e-13,3e-10,0.9,3.8e-05,1.5e-05,0.0125,0.0152,29400000000.0,1110000000.0,15.47,-101.6
1.1e-13,3e-10,0.9,3.8e-05,1.5e-05,0.015,0.0189,29200000000.0,946000000.0,15.58,-96.01
1.1e-13,3e-10,0.9,4.2e-05,1e-05,0.01,0.0115,29900000000.0,1150000000.0,14.59,-94.46
1.1e-13,3e-10,0.9,4.2e-05,1e-05,0.005,0.00529,31200000000.0,1250000000.0,14.59,-95.64
1.1e-13,3e-10,0.9,4.2e-05,1e-05,0.0075,0.0083,30100000000.0,1220000000.0,14.59,-96.42
1.1e-13,3e-10,0.9,4.2e-05,1e-05,0.0125,0.0149,29700000000.0,1070000000.0,14.71,-93.5
1.1e-13,3e-10,0.9,4.2e-05,1e-05,0.015,0.0185,29500000000.0,1000000000.0,14.87,-99.98
1.1e-13,3e-10,0.9,4.2e-05,5e-06,0.01,0.0115,31100000000.0,853000000.0,14.59,-87.75
1.1e-13,3e-10,0.9,4.2e-05,5e-06,0.005,0.00529,34600000000.0,844000000.0,14.59,-90.02
1.1e-13,3e-10,0.9,4.2e-05,5e-06,0.0075,0.0083,31000000000.0,878000000.0,14.59,-89.81
1.1e-13,3e-10,0.9,4.2e-05,5e-06,0.0125,0.0149,31100000000.0,815000000.0,14.59,-81.01
1.1e-13,3e-10,0.9,4.2e-05,5e-06,0.015,0.0185,30900000000.0,782000000.0,14.59,-89.93
1.1e-13,3e-10,0.9,4.2e-05,6e-06,0.01,0.0115,30900000000.0,941000000.0,14.59,-88.86
1.1e-13,3e-10,0.9,4.2e-05,6e-06,0.005,0.00529,33600000000.0,964000000.0,14.59,-91.2
1.1e-13,3e-10,0.9,4.2e-05,6e-06,0.0075,0.0083,30800000000.0,979000000.0,14.59,-90.82
1.1e-13,3e-10,0.9,4.2e-05,6e-06,0.0125,0.0149,30800000000.0,893000000.0,14.59,-88.21
1.1e-13,3e-10,0.9,4.2e-05,6e-06,0.015,0.0185,30600000000.0,856000000.0,14.59,-91.85
1.1e-13,3e-10,0.9,4.2e-05,7e-06,0.01,0.0115,30600000000.0,1020000000.0,14.59,-89.57
1.1e-13,3e-10,0.9,4.2e-05,7e-06,0.005,0.00529,32900000000.0,1070000000.0,14.59,-92.47
1.1e-13,3e-10,0.9,4.2e-05,7e-06,0.0075,0.0083,30500000000.0,1060000000.0,14.59,-91.94
1.1e-13,3e-10,0.9,4.2e-05,7e-06,0.0125,0.0149,30400000000.0,961000000.0,14.59,-89.86
1.1e-13,3e-10,0.9,4.2e-05,7e-06,0.015,0.0185,30300000000.0,912000000.0,14.59,-94.6
1.1e-13,3e-10,0.9,4.2e-05,8e-06,0.01,0.0115,30300000000.0,1070000000.0,14.59,-91.13
1.1e-13,3e-10,0.9,4.2e-05,8e-06,0.005,0.00529,32600000000.0,1140000000.0,14.59,-93.58
1.1e-13,3e-10,0.9,4.2e-05,8e-06,0.0075,0.0083,30200000000.0,1130000000.0,14.59,-93.43
1.1e-13,3e-10,0.9,4.2e-05,8e-06,0.0125,0.0149,30200000000.0,1010000000.0,14.59,-90.87
1.1e-13,3e-10,0.9,4.2e-05,8e-06,0.015,0.0185,30000000000.0,953000000.0,14.59,-95.51
1.1e-13,3e-10,0.9,4.2e-05,9e-06,0.01,0.0115,30100000000.0,1120000000.0,14.59,-91.4
1.1e-13,3e-10,0.9,4.2e-05,9e-06,0.005,0.00529,32000000000.0,1210000000.0,14.59,-94.58
1.1e-13,3e-10,0.9,4.2e-05,9e-06,0.0075,0.0083,29900000000.0,1180000000.0,14.59,-93.72
1.1e-13,3e-10,0.9,4.2e-05,9e-06,0.0125,0.0149,30000000000.0,1040000000.0,14.59,-91.88
1.1e-13,3e-10,0.9,4.2e-05,9e-06,0.015,0.0185,29800000000.0,979000000.0,14.71,-98.31
1.1e-13,3e-10,0.9,4.2e-05,1.1e-05,0.01,0.0115,29600000000.0,1170000000.0,14.61,-96.26
1.1e-13,3e-10,0.9,4.2e-05,1.1e-05,0.005,0.00529,30800000000.0,1290000000.0,14.59,-96.66
1.1e-13,3e-10,0.9,4.2e-05,1.1e-05,0.0075,0.0083,30300000000.0,1240000000.0,14.59,-97.64
1.1e-13,3e-10,0.9,4.2e-05,1.1e-05,0.0125,0.0149,29400000000.0,1090000000.0,14.86,-95.19
1.1e-13,3e-10,0.9,4.2e-05,1.1e-05,0.015,0.0185,29200000000.0,1010000000.0,15.01,-100.8
1.1e-13,3e-10,0.9,4.2e-05,1.2e-05,0.01,0.0115,29300000000.0,1180000000.0,14.74,-98.5
1.1e-13,3e-10,0.9,4.2e-05,1.2e-05,0.005,0.00529,30600000000.0,1310000000.0,14.59,-97.56
1.1e-13,3e-10,0.9,4.2e-05,1.2e-05,0.0075,0.0083,30700000000.0,1260000000.0,14.59,-97.82
1.1e-13,3e-10,0.9,4.2e-05,1.2e-05,0.0125,0.0149,29200000000.0,1100000000.0,14.99,-97.14
1.1e-13,3e-10,0.9,4.2e-05,1.2e-05,0.015,0.0185,29100000000.0,1010000000.0,15.14,-100.8
1.1e-13,3e-10,0.9,4.2e-05,1.3e-05,0.01,0.0115,29200000000.0,1190000000.0,14.86,-100.6
1.1e-13,3e-10,0.9,4.2e-05,1.3e-05,0.005,0.00529,30100000000.0,1320000000.0,14.59,-98.35
1.1e-13,3e-10,0.9,4.2e-05,1.3e-05,0.0075,0.0083,31500000000.0,1280000000.0,14.59,-101.2
1.1e-13,3e-10,0.9,4.2e-05,1.3e-05,0.0125,0.0149,29000000000.0,1110000000.0,15.1,-99.48
1.1e-13,3e-10,0.9,4.2e-05,1.3e-05,0.015,0.0185,28900000000.0,1010000000.0,15.24,-99.28
1.1e-13,3e-10,0.9,4.2e-05,1.4e-05,0.01,0.0115,29000000000.0,1190000000.0,14.96,-102.5
1.1e-13,3e-10,0.9,4.2e-05,1.4e-05,0.005,0.00529,29500000000.0,1330000000.0,14.59,-98.97
1.1e-13,3e-10,0.9,4.2e-05,1.4e-05,0.0075,0.0083,32500000000.0,1280000000.0,14.59,-103.9
1.1e-13,3e-10,0.9,4.2e-05,1.4e-05,0.0125,0.0149,28800000000.0,1100000000.0,15.19,-101.0
1.1e-13,3e-10,0.9,4.2e-05,1.4e-05,0.015,0.0185,28600000000.0,994000000.0,15.33,-98.1
1.1e-13,3e-10,0.9,4.2e-05,1.5e-05,0.01,0.0115,28800000000.0,1190000000.0,15.04,-103.7
1.1e-13,3e-10,0.9,4.2e-05,1.5e-05,0.005,0.00529,29000000000.0,1330000000.0,14.59,-99.65
1.1e-13,3e-10,0.9,4.2e-05,1.5e-05,0.0075,0.0083,33000000000.0,1280000000.0,14.62,-104.0
1.1e-13,3e-10,0.9,4.2e-05,1.5e-05,0.0125,0.0149,28600000000.0,1090000000.0,15.27,-102.7
1.1e-13,3e-10,0.9,4.2e-05,1.5e-05,0.015,0.0185,28400000000.0,967000000.0,15.4,-95.01
1.1e-13,3e-10,0.9,4.4e-05,1e-05,0.01,0.0114,29400000000.0,1110000000.0,14.59,-94.8
1.1e-13,3e-10,0.9,4.4e-05,1e-05,0.005,0.00527,31100000000.0,1190000000.0,14.59,-96.43
1.1e-13,3e-10,0.9,4.4e-05,1e-05,0.0075,0.00825,29400000000.0,1170000000.0,14.59,-96.95
1.1e-13,3e-10,0.9,4.4e-05,1e-05,0.0125,0.0148,29300000000.0,1040000000.0,14.59,-93.78
1.1e-13,3e-10,0.9,4.4e-05,1e-05,0.015,0.0183,29100000000.0,989000000.0,14.76,-99.77
1.1e-13,3e-10,0.9,4.4e-05,5e-06,0.01,0.0114,30700000000.0,821000000.0,14.59,-88.65
1.1e-13,3e-10,0.9,4.4e-05,5e-06,0.005,0.00527,33900000000.0,793000000.0,14.59,-90.33
1.1e-13,3e-10,0.9,4.4e-05,5e-06,0.0075,0.00825,30600000000.0,838000000.0,14.59,-90.47
1.1e-13,3e-10,0.9,4.4e-05,5e-06,0.0125,0.0148,30600000000.0,790000000.0,14.59,-87.85
1.1e-13,3e-10,0.9,4.4e-05,5e-06,0.015,0.0183,30500000000.0,774000000.0,14.59,-93.48
1.1e-13,3e-10,0.9,4.4e-05,6e-06,0.01,0.0114,30400000000.0,909000000.0,14.59,-84.47
1.1e-13,3e-10,0.9,4.4e-05,6e-06,0.005,0.00527,33300000000.0,907000000.0,14.59,-91.46
1.1e-13,3e-10,0.9,4.4e-05,6e-06,0.0075,0.00825,30400000000.0,935000000.0,14.59,-91.48
1.1e-13,3e-10,0.9,4.4e-05,6e-06,0.0125,0.0148,30300000000.0,868000000.0,14.59,-88.49
1.1e-13,3e-10,0.9,4.4e-05,6e-06,0.015,0.0183,30200000000.0,847000000.0,14.59,-93.31
1.1e-13,3e-10,0.9,4.4e-05,7e-06,0.01,0.0114,30100000000.0,979000000.0,14.59,-90.53
1.1e-13,3e-10,0.9,4.4e-05,7e-06,0.005,0.00527,32900000000.0,1000000000.0,14.59,-92.58
1.1e-13,3e-10,0.9,4.4e-05,7e-06,0.0075,0.00825,30000000000.0,1010000000.0,14.59,-92.4
1.1e-13,3e-10,0.9,4.4e-05,7e-06,0.0125,0.0148,30100000000.0,928000000.0,14.59,-90.27
1.1e-13,3e-10,0.9,4.4e-05,7e-06,0.015,0.0183,29900000000.0,899000000.0,14.59,-94.42
1.1e-13,3e-10,0.9,4.4e-05,8e-06,0.01,0.0114,29900000000.0,1040000000.0,14.59,-92.07
1.1e-13,3e-10,0.9,4.4e-05,8e-06,0.005,0.00527,32100000000.0,1080000000.0,14.59,-93.56
1.1e-13,3e-10,0.9,4.4e-05,8e-06,0.0075,0.00825,29800000000.0,1080000000.0,14.59,-103.0
1.1e-13,3e-10,0.9,4.4e-05,8e-06,0.0125,0.0148,29800000000.0,977000000.0,14.59,-90.78
1.1e-13,3e-10,0.9,4.4e-05,8e-06,0.015,0.0183,29600000000.0,933000000.0,14.59,-97.14
1.1e-13,3e-10,0.9,4.4e-05,9e-06,0.01,0.0114,29700000000.0,1080000000.0,14.59,-93.25
1.1e-13,3e-10,0.9,4.4e-05,9e-06,0.005,0.00527,31400000000.0,1140000000.0,14.59,-94.69
1.1e-13,3e-10,0.9,4.4e-05,9e-06,0.0075,0.00825,29600000000.0,1130000000.0,14.59,-95.09
1.1e-13,3e-10,0.9,4.4e-05,9e-06,0.0125,0.0148,29500000000.0,1020000000.0,14.59,-92.64
1.1e-13,3e-10,0.9,4.4e-05,9e-06,0.015,0.0183,29400000000.0,971000000.0,14.59,-98.99
1.1e-13,3e-10,0.9,4.4e-05,1.1e-05,0.01,0.0114,29100000000.0,1140000000.0,14.59,-96.76
1.1e-13,3e-10,0.9,4.4e-05,1.1e-05,0.005,0.00527,30800000000.0,1220000000.0,14.59,-96.49
1.1e-13,3e-10,0.9,4.4e-05,1.1e-05,0.0075,0.00825,29700000000.0,1200000000.0,14.59,-97.85
1.1e-13,3e-10,0.9,4.4e-05,1.1e-05,0.0125,0.0148,29100000000.0,1070000000.0,14.75,-100.7
1.1e-13,3e-10,0.9,4.4e-05,1.1e-05,0.015,0.0183,28900000000.0,1000000000.0,14.91,-101.1
1.1e-13,3e-10,0.9,4.4e-05,1.2e-05,0.01,0.0114,29000000000.0,1150000000.0,14.62,-98.88
1.1e-13,3e-10,0.9,4.4e-05,1.2e-05,0.005,0.00527,30100000000.0,1250000000.0,14.59,-97.49
1.1e-13,3e-10,0.9,4.4e-05,1.2e-05,0.0075,0.00825,30400000000.0,1220000000.0,14.59,-99.91
1.1e-13,3e-10,0.9,4.4e-05,1.2e-05,0.0125,0.0148,28900000000.0,1080000000.0,14.88,-97.49
1.1e-13,3e-10,0.9,4.4e-05,1.2e-05,0.015,0.0183,28700000000.0,1010000000.0,15.03,-100.4
1.1e-13,3e-10,0.9,4.4e-05,1.3e-05,0.01,0.0114,28800000000.0,1160000000.0,14.73,-100.2
1.1e-13,3e-10,0.9,4.4e-05,1.3e-05,0.005,0.00527,29500000000.0,1260000000.0,14.59,-98.11
1.1e-13,3e-10,0.9,4.4e-05,1.3e-05,0.0075,0.00825,31300000000.0,1240000000.0,14.59,-101.8
1.1e-13,3e-10,0.9,4.4e-05,1.3e-05,0.0125,0.0148,28600000000.0,1090000000.0,14.99,-99.88
1.1e-13,3e-10,0.9,4.4e-05,1.3e-05,0.015,0.0183,28400000000.0,1010000000.0,15.14,-100.3
1.1e-13,3e-10,0.9,4.4e-05,1.4e-05,0.01,0.0114,28600000000.0,1170000000.0,14.84,-102.1
1.1e-13,3e-10,0.9,4.4e-05,1.4e-05,0.005,0.00527,29200000000.0,1270000000.0,14.59,-98.81
1.1e-13,3e-10,0.9,4.4e-05,1.4e-05,0.0075,0.00825,32300000000.0,1240000000.0,14.59,-103.1
1.1e-13,3e-10,0.9,4.4e-05,1.4e-05,0.0125,0.0148,28400000000.0,1090000000.0,15.09,-94.76
1.1e-13,3e-10,0.9,4.4e-05,1.4e-05,0.015,0.0183,28200000000.0,989000000.0,15.23,-96.19
1.1e-13,3e-10,0.9,4.4e-05,1.5e-05,0.01,0.0114,28300000000.0,1170000000.0,14.92,-103.9
1.1e-13,3e-10,0.9,4.4e-05,1.5e-05,0.005,0.00527,28900000000.0,1270000000.0,14.59,-99.52
1.1e-13,3e-10,0.9,4.4e-05,1.5e-05,0.0075,0.00825,33500000000.0,1250000000.0,14.59,-104.3
1.1e-13,3e-10,0.9,4.4e-05,1.5e-05,0.0125,0.0148,28200000000.0,1080000000.0,15.17,-102.5
1.1e-13,3e-10,0.9,4.4e-05,1.5e-05,0.015,0.0183,28100000000.0,970000000.0,15.31,-95.2
1.1e-13,3e-10,0.9,4.6e-05,1e-05,0.01,0.0114,29000000000.0,1080000000.0,14.59,-95.09
1.1e-13,3e-10,0.9,4.6e-05,1e-05,0.005,0.00524,30900000000.0,1130000000.0,14.59,-95.64
1.1e-13,3e-10,0.9,4.6e-05,1e-05,0.0075,0.00821,28900000000.0,1130000000.0,14.59,-96.68
1.1e-13,3e-10,0.9,4.6e-05,1e-05,0.0125,0.0147,28900000000.0,1020000000.0,14.59,-95.37
1.1e-13,3e-10,0.9,4.6e-05,1e-05,0.015,0.0182,28800000000.0,986000000.0,14.65,-100.9
1.1e-13,3e-10,0.9,4.6e-05,5e-06,0.01,0.0114,30200000000.0,794000000.0,14.59,-89.5
1.1e-13,3e-10,0.9,4.6e-05,5e-06,0.005,0.00524,33800000000.0,751000000.0,14.59,-90.64
1.1e-13,3e-10,0.9,4.6e-05,5e-06,0.0075,0.00821,30200000000.0,804000000.0,14.59,-91.23
1.1e-13,3e-10,0.9,4.6e-05,5e-06,0.0125,0.0147,30200000000.0,768000000.0,14.59,-89.06
1.1e-13,3e-10,0.9,4.6e-05,5e-06,0.015,0.0182,30100000000.0,765000000.0,14.59,-94.52
1.1e-13,3e-10,0.9,4.6e-05,6e-06,0.01,0.0114,30000000000.0,878000000.0,14.59,-90.18
1.1e-13,3e-10,0.9,4.6e-05,6e-06,0.005,0.00524,33200000000.0,857000000.0,14.59,-91.62
1.1e-13,3e-10,0.9,4.6e-05,6e-06,0.0075,0.00821,29900000000.0,897000000.0,14.59,-92.13
1.1e-13,3e-10,0.9,4.6e-05,6e-06,0.0125,0.0147,29900000000.0,847000000.0,14.59,-89.81
1.1e-13,3e-10,0.9,4.6e-05,6e-06,0.015,0.0182,29800000000.0,832000000.0,14.59,-94.28
1.1e-13,3e-10,0.9,4.6e-05,7e-06,0.01,0.0114,29800000000.0,947000000.0,14.59,-91.22
1.1e-13,3e-10,0.9,4.6e-05,7e-06,0.005,0.00524,32300000000.0,947000000.0,14.59,-92.76
1.1e-13,3e-10,0.9,4.6e-05,7e-06,0.0075,0.00821,29700000000.0,973000000.0,14.59,-93.17
1.1e-13,3e-10,0.9,4.6e-05,7e-06,0.0125,0.0147,29700000000.0,910000000.0,14.59,-90.95
